"","HA","MIR340","MIR1199","GRHL2","MIR200","SNAIL1","TWIST1","TGFB","MIR129","ZEB1","MIR34","MIR190","HAS2","ESRP1","CD44s","CD24"
"GRHL2",0.404370862606465,0.415453665154235,0.415453665154235,0.415453665154235,0.326723951945708,0.125803465320399,0.0884291522316597,0.0157946368227394,-0.134583553986466,-0.413292218308183,-0.326723951945708,-0.415453665154235,-0.415453665154235,-0.415453665154235,-0.404370862606465,-0.504370862606465
"HAS2",0.134291898577613,0.216734646669216,0.216734646669216,0.216734646669216,0.185908883076979,0.104789774622907,0.065931723178782,0.00878672825934489,-0.112753270259153,-0.237380356099972,-0.185908883076979,-0.216734646669216,-0.216734646669216,-0.216734646669216,-0.234291898577613,-0.234291898577613
"ESRP1",0.234291898577613,0.216734646669216,0.216734646669216,0.216734646669216,0.185908883076979,0.104789774622907,0.065931723178782,0.00878672825934489,-0.112753270259153,-0.237380356099972,-0.185908883076979,-0.216734646669216,-0.216734646669216,-0.216734646669216,-0.134291898577613,-0.234291898577613
"MIR340",0.216734646669216,0.237380356099972,0.237380356099972,0.237380356099972,0.195708672328823,0.100627049930381,0.0718677962381427,0.00675774275209852,-0.11521902368381,-0.227222477041289,-0.195708672328823,-0.237380356099972,-0.237380356099972,-0.237380356099972,-0.216734646669216,-0.216734646669216
"MIR1199",0.216734646669216,0.237380356099972,0.237380356099972,0.237380356099972,0.195708672328823,0.100627049930381,0.0718677962381427,0.00675774275209852,-0.11521902368381,-0.227222477041289,-0.195708672328823,-0.237380356099972,-0.237380356099972,-0.237380356099972,-0.216734646669216,-0.216734646669216
"CD44s",0.216734646669216,0.237380356099972,0.237380356099972,0.237380356099972,0.195708672328823,0.100627049930381,0.0718677962381427,0.00675774275209852,-0.11521902368381,-0.227222477041289,-0.195708672328823,-0.237380356099972,-0.237380356099972,-0.237380356099972,-0.216734646669216,-0.216734646669216
"MIR200",0.156594575023513,0.168594575023513,0.168594575023513,0.168594575023513,0.0587502665375834,0.0929494281491515,0.059682071004609,-0.00511998706511727,-0.114857104107939,-0.162005223415711,-0.0587502665375834,-0.168594575023513,-0.168594575023513,-0.168594575023513,-0.156594575023513,-0.156594575023513
"TGFB",0.152115873349357,0.153572599998885,0.153572599998885,0.153572599998885,0.119860532636701,0.0167836345398143,-0.00819337598750634,-0.0609623739340971,0.0537290690986912,-0.153969834072742,-0.119860532636701,-0.153572599998885,-0.153572599998885,-0.153572599998885,-0.152115873349357,-0.152115873349357
"MIR34",0.152115873349357,0.153572599998885,0.153572599998885,0.153572599998885,0.119860532636701,0.0167836345398143,-0.00819337598750634,-0.0609623739340971,0.0537290690986912,-0.153969834072742,-0.119860532636701,-0.153572599998885,-0.153572599998885,-0.153572599998885,-0.152115873349357,-0.152115873349357
"TWIST1",-0.0285864809203752,-0.03272078310028,-0.03272078310028,-0.03272078310028,-0.0196430585492421,-0.000351492394670348,-0.00061535407170395,-0.000694975673251176,0.00266170437774457,0.0300241929819779,0.0196430585492421,0.03272078310028,0.03272078310028,0.03272078310028,0.0285864809203752,0.0285864809203752
"MIR129",-0.0329083885209713,-0.0285864809203752,-0.0285864809203752,-0.0285864809203752,-0.0175180200521678,-0.00176496844791585,0.0996461522044467,-0.000723152624505051,0.001746192999246,0.03272078310028,0.0175180200521678,0.0285864809203752,0.0285864809203752,0.0285864809203752,0.0329083885209713,0.0329083885209713
"ZEB1",-0.237380356099972,-0.227222477041289,-0.227222477041289,-0.227222477041289,-0.191084289217875,-0.104371758494367,-0.0682841253126208,-0.00861140128868388,0.114502289498706,0.137480193247869,0.191084289217875,0.227222477041289,0.227222477041289,0.227222477041289,0.237380356099972,0.237380356099972
"MIR190",-0.151363993650109,-0.152115873349357,-0.152115873349357,-0.152115873349357,-0.119467759659482,-0.0164122324971031,0.00982118065094673,-0.0394643685979086,-0.0537730638193247,0.153572599998885,0.119467759659482,0.152115873349357,0.152115873349357,0.152115873349357,0.151363993650109,0.151363993650109
"SNAIL1",-0.153572599998885,-0.153969834072742,-0.153969834072742,-0.153969834072742,-0.119959587116665,-0.116551801459632,0.00796544710131883,0.060653581475134,-0.0529237203674954,0.154262822555263,0.119959587116665,0.153969834072742,0.153969834072742,0.153969834072742,0.153572599998885,0.153572599998885
"HA",-0.216734646669216,-0.237380356099972,-0.237380356099972,-0.237380356099972,-0.195708672328823,-0.100627049930381,-0.0718677962381427,-0.00675774275209852,0.11521902368381,0.227222477041289,0.195708672328823,0.237380356099972,0.237380356099972,0.237380356099972,0.216734646669216,0.216734646669216
"CD24",-0.216734646669216,-0.237380356099972,-0.237380356099972,-0.237380356099972,-0.195708672328823,-0.100627049930381,-0.0718677962381427,-0.00675774275209852,0.11521902368381,0.227222477041289,0.195708672328823,0.237380356099972,0.237380356099972,0.237380356099972,0.216734646669216,0.216734646669216
