"","MIR129","MIR340","MIR190","GRHL2","HA","CD44s","TGFB","ZEB1","MIR34","MIR200","CD24","MIR1199","HAS2","ESRP1","SNAIL1","TWIST1"
"MIR129",0.325176581568109,0.250262313998743,0.250262313998743,0.250262313998743,0.249219094922737,0.249219094922737,0.151600317829435,-0.251189399942116,-0.0995162543196893,-0.0995162543196893,-0.249219094922737,-0.250262313998743,-0.250262313998743,-0.250262313998743,-0.0822719693535069,-0.29580719635683
"TGFB",0.150073153018731,0.144400770583405,0.144400770583405,0.144400770583405,0.143972321568837,0.143972321568837,0.0144134940346261,-0.144739155164838,0.0012061013977074,0.0012061013977074,-0.143972321568837,-0.144400770583405,-0.144400770583405,-0.144400770583405,-0.052358963051871,-0.150073153018731
"MIR190",0.148885295561626,0.143972321568837,0.143972321568837,0.143972321568837,0.143471068436005,0.143471068436005,0.114176414850178,-0.144400770583405,0.00102280734167179,0.00102280734167179,-0.143471068436005,-0.143972321568837,-0.143972321568837,-0.143972321568837,-0.0522661125411931,-0.148885295561626
"MIR340",0.170667334813991,0.1213793026923,0.1213793026923,0.1213793026923,0.120274799718638,0.120274799718638,0.0957257022112829,-0.121885707220152,-0.0796624824302626,-0.0796624824302626,-0.120274799718638,-0.1213793026923,-0.1213793026923,-0.1213793026923,-0.132335934157837,-0.170667334813991
"MIR1199",0.170667334813991,0.1213793026923,0.1213793026923,0.1213793026923,0.120274799718638,0.120274799718638,0.0957257022112829,-0.121885707220152,-0.0796624824302626,-0.0796624824302626,-0.120274799718638,-0.1213793026923,-0.1213793026923,-0.1213793026923,-0.132335934157837,-0.170667334813991
"HA",0.170667334813991,0.1213793026923,0.1213793026923,0.1213793026923,0.120274799718638,0.120274799718638,0.0957257022112829,-0.121885707220152,-0.0796624824302626,-0.0796624824302626,-0.120274799718638,-0.1213793026923,-0.1213793026923,-0.1213793026923,-0.132335934157837,-0.170667334813991
"CD24",0.170667334813991,0.1213793026923,0.1213793026923,0.1213793026923,0.120274799718638,0.120274799718638,0.0957257022112829,-0.121885707220152,-0.0796624824302626,-0.0796624824302626,-0.120274799718638,-0.1213793026923,-0.1213793026923,-0.1213793026923,-0.132335934157837,-0.170667334813991
"ESRP1",0.169662768603945,0.120274799718638,0.120274799718638,0.120274799718638,0.119511440940012,0.0195114409400124,0.0958223205687709,-0.1213793026923,-0.0789248638844248,-0.0789248638844248,-0.119511440940012,-0.120274799718638,-0.120274799718638,-0.120274799718638,-0.131957504640335,-0.169662768603945
"MIR200",-0.0577272357815487,0.0753249038788658,0.0753249038788658,0.0753249038788658,0.0748692076763342,0.0748692076763342,0.0656239829536153,-0.0754479051088781,-0.158639824093236,-0.158639824093236,-0.0748692076763342,-0.0753249038788658,-0.0753249038788658,-0.0753249038788658,0.00818807248020168,0.0577272357815487
"GRHL2",0.119066968154456,0.010945291297644,0.010945291297644,0.010945291297644,0.0103083486224847,0.0103083486224847,-0.00139855428480216,-0.011033513617891,0.00990990323645308,0.00990990323645308,-0.110308348622485,-0.010945291297644,-0.010945291297644,-0.010945291297644,-0.091079742840312,-0.119066968154456
"ZEB1",-0.171259419575599,-0.121885707220152,-0.121885707220152,-0.121885707220152,-0.1213793026923,-0.1213793026923,-0.0966037509917708,0.0220385033900618,0.0798269861772924,0.0798269861772924,0.1213793026923,0.121885707220152,0.121885707220152,0.121885707220152,0.132596435623158,0.171259419575599
"HAS2",-0.169662768603945,-0.120274799718638,-0.120274799718638,-0.120274799718638,-0.219511440940012,-0.119511440940012,-0.0958223205687709,0.1213793026923,0.0789248638844248,0.0789248638844248,0.119511440940012,0.120274799718638,0.120274799718638,0.120274799718638,0.131957504640335,0.169662768603945
"CD44s",-0.170667334813991,-0.1213793026923,-0.1213793026923,-0.1213793026923,-0.120274799718638,-0.120274799718638,-0.0957257022112829,0.121885707220152,0.0796624824302626,0.0796624824302626,0.120274799718638,0.1213793026923,0.1213793026923,0.1213793026923,0.132335934157837,0.170667334813991
"MIR34",-0.150073153018731,-0.144400770583405,-0.144400770583405,-0.144400770583405,-0.143972321568837,-0.143972321568837,-0.0144134940346261,0.144739155164838,-0.0012061013977074,-0.0012061013977074,0.143972321568837,0.144400770583405,0.144400770583405,0.144400770583405,0.052358963051871,0.150073153018731
"SNAIL1",-0.150544206050185,-0.144739155164838,-0.144739155164838,-0.144739155164838,-0.144400770583405,-0.144400770583405,-0.0144622507386729,0.144961422289509,-0.00103500729595144,-0.00103500729595144,0.144400770583405,0.144739155164838,0.144739155164838,0.144739155164838,-0.0474731578211005,0.150544206050185
"TWIST1",-0.326719872177578,-0.251189399942116,-0.251189399942116,-0.251189399942116,-0.250262313998743,-0.250262313998743,-0.152135679903258,0.251659128543369,0.0996394449572009,0.0996394449572009,0.250262313998743,0.251189399942116,0.251189399942116,0.251189399942116,0.0825601537915472,0.197376234013734
