"","TWIST1","ZEB1","MIR34","MIR129","TGFB","MIR340","GRHL2","ESRP1","HA","CD24","CD44s","MIR190","MIR1199","HAS2","MIR200","SNAIL1"
"SNAIL1",-0.482102236110599,-0.199641248931722,-0.216079732373786,-0.207072853349653,0.371879355119693,0.197004352589027,0.197004352589027,0.197004352589027,0.193752918132649,0.193752918132649,-0.193752918132649,-0.197004352589027,-0.197004352589027,-0.197004352589027,-0.424074828474878,0.503823438050992
"TGFB",-0.469201461152385,-0.197004352589027,-0.211712330302647,-0.202164784667082,0.363509454258325,0.193752918132649,0.193752918132649,0.193752918132649,0.18955411778989,0.18955411778989,-0.18955411778989,-0.193752918132649,-0.193752918132649,-0.193752918132649,-0.415727237299732,0.591360411430159
"ZEB1",-0.0845046522967788,-0.0707906692499084,-0.0569760330687885,-0.0532756572164909,-0.0392403597808471,-0.0289954161122186,-0.0289954161122186,-0.0289954161122186,-0.0275953565352153,-0.0275953565352153,0.0275953565352153,0.0289954161122186,0.0289954161122186,0.0289954161122186,0.0450580591702519,0.0656616184564483
"MIR340",0.0847227887878975,-0.0289954161122186,0.0560804015571818,0.0528705465901276,0.0389476768540178,0.0275953565352153,0.0275953565352153,0.0275953565352153,0.027340471233601,0.027340471233601,-0.027340471233601,-0.0275953565352153,-0.0275953565352153,-0.0275953565352153,-0.0442355404351029,-0.0651080528426418
"MIR1199",0.0847227887878975,-0.0289954161122186,0.0560804015571818,0.0528705465901276,0.0389476768540178,0.0275953565352153,0.0275953565352153,0.0275953565352153,0.027340471233601,0.027340471233601,-0.027340471233601,-0.0275953565352153,-0.0275953565352153,-0.0275953565352153,-0.0442355404351029,-0.0651080528426418
"CD44s",0.0847227887878975,-0.0289954161122186,0.0560804015571818,0.0528705465901276,0.0389476768540178,0.0275953565352153,0.0275953565352153,0.0275953565352153,0.027340471233601,0.027340471233601,-0.027340471233601,-0.0275953565352153,-0.0275953565352153,-0.0275953565352153,-0.0442355404351029,-0.0651080528426418
"CD24",0.0847227887878975,-0.0289954161122186,0.0560804015571818,0.0528705465901276,0.0389476768540178,0.0275953565352153,0.0275953565352153,0.0275953565352153,0.027340471233601,0.027340471233601,-0.027340471233601,-0.0275953565352153,-0.0275953565352153,-0.0275953565352153,-0.0442355404351029,-0.0651080528426418
"HAS2",0.0857273549979432,-0.0275953565352153,0.0560804015571818,0.0536924643983468,0.0431022662259985,0.027340471233601,0.027340471233601,0.027340471233601,-0.0673160173160173,0.0326839826839827,-0.0326839826839827,-0.027340471233601,-0.027340471233601,-0.027340471233601,-0.0439194182011725,-0.0650134454632662
"GRHL2",-0.0714382559532764,-0.0273613058335447,0.0190822420269105,-0.0528987804870525,0.0307475016020734,0.028331751356262,0.028331751356262,0.028331751356262,0.0298604137766441,0.129860413776644,-0.0298604137766441,-0.028331751356262,-0.028331751356262,-0.028331751356262,-0.0310402760430291,0.0573937628980699
"MIR200",0.313684443197391,0.00657676559739701,0.218664258162142,0.158773136972368,-0.230106825034561,-0.00568061377873597,-0.00568061377873597,-0.00568061377873597,-0.00319960112050812,-0.00319960112050812,0.00319960112050812,0.00568061377873597,0.00568061377873597,0.00568061377873597,0.153595763176663,-0.352880481926728
"ESRP1",-0.0857273549979432,0.0275953565352153,-0.0560804015571818,-0.0536924643983468,-0.0431022662259985,-0.027340471233601,-0.027340471233601,-0.027340471233601,-0.0326839826839827,-0.0326839826839827,-0.0673160173160173,0.027340471233601,0.027340471233601,0.027340471233601,0.0439194182011725,0.0650134454632662
"HA",-0.0847227887878975,0.0289954161122186,-0.0560804015571818,-0.0528705465901276,-0.0389476768540178,-0.0275953565352153,-0.0275953565352153,-0.0275953565352153,-0.027340471233601,-0.027340471233601,0.027340471233601,0.0275953565352153,0.0275953565352153,0.0275953565352153,0.0442355404351029,0.0651080528426418
"MIR190",0.452351483149746,0.193752918132649,0.205925475104952,0.195873539616488,-0.451702910872834,-0.18955411778989,-0.18955411778989,-0.18955411778989,-0.183037827063072,-0.183037827063072,0.183037827063072,0.18955411778989,0.18955411778989,0.18955411778989,0.404808148533039,-0.574972296295526
"MIR34",0.469201461152385,0.197004352589027,0.211712330302647,0.202164784667082,-0.363509454258325,-0.193752918132649,-0.193752918132649,-0.193752918132649,-0.18955411778989,-0.18955411778989,0.18955411778989,0.193752918132649,0.193752918132649,0.193752918132649,0.415727237299732,-0.591360411430159
"MIR129",0.326008461891207,0.201298406935223,0.0656566359107754,0.0673640884513151,-0.236278083270923,-0.198968163888368,-0.198968163888368,-0.198968163888368,-0.197924944812362,-0.197924944812362,0.197924944812362,0.198968163888368,0.198968163888368,0.198968163888368,0.265027050428458,-0.372612653486895
"TWIST1",0.234899675280328,0.203507871096671,0.0684284252547852,0.0708953466255239,-0.240476449007751,-0.201298406935223,-0.201298406935223,-0.201298406935223,-0.198968163888368,-0.198968163888368,0.198968163888368,0.201298406935223,0.201298406935223,0.201298406935223,0.270663022094611,-0.380613202409634
