"","CD44s","SNAIL1","MIR340","MIR190","HAS2","ESRP1","TWIST1","MIR129","MIR200","ZEB1","MIR34","MIR1199","GRHL2","TGFB","HA","CD24"
"ESRP1",0.139022881880025,0.0661122593903601,0.0728651210657754,0.0728651210657754,0.0728651210657754,0.0728651210657754,0.0729400951989187,0.0729400951989187,0.0459350605254097,-0.106085172042836,-0.0459350605254097,-0.0728651210657754,-0.0728651210657754,-0.0285643137570115,-0.0390228818800247,-0.0390228818800247
"SNAIL1",0.0763441453687788,-0.098762703341226,0.0886289769121067,0.0886289769121067,0.0886289769121067,0.0886289769121067,0.0275710878432475,0.0275710878432475,-0.00543037172494003,-0.081172925184485,0.00543037172494003,-0.0886289769121067,-0.0886289769121067,0.0187781560387669,-0.0763441453687788,-0.0763441453687788
"MIR1199",0.0728651210657754,0.0734916349816562,0.106085172042836,0.106085172042836,0.106085172042836,0.106085172042836,0.060976624879284,0.060976624879284,0.0758612986708259,-0.0804968491354779,-0.0758612986708259,-0.106085172042836,-0.106085172042836,-0.0557140722111178,-0.0728651210657754,-0.0728651210657754
"HA",0.0728651210657754,0.0734916349816562,0.106085172042836,0.106085172042836,0.106085172042836,0.106085172042836,0.060976624879284,0.060976624879284,0.0758612986708259,-0.0804968491354779,-0.0758612986708259,-0.106085172042836,-0.106085172042836,-0.0557140722111178,-0.0728651210657754,-0.0728651210657754
"CD44s",0.0728651210657754,0.0734916349816562,0.106085172042836,0.106085172042836,0.106085172042836,0.106085172042836,0.060976624879284,0.060976624879284,0.0758612986708259,-0.0804968491354779,-0.0758612986708259,-0.106085172042836,-0.106085172042836,-0.0557140722111178,-0.0728651210657754,-0.0728651210657754
"MIR190",0.0901472907644015,0.00792304559363563,0.0670896466541259,0.0670896466541259,0.0670896466541259,0.0670896466541259,0.0349133461127809,0.0349133461127809,-0.0219257756975177,-0.0763441453687788,0.0219257756975177,-0.0670896466541259,-0.0670896466541259,-0.0947780109213878,-0.0901472907644015,-0.0901472907644015
"ZEB1",-0.106085172042836,-0.0869074604456744,-0.0804968491354779,-0.0804968491354779,-0.0804968491354779,-0.0804968491354779,-0.0699202210151519,-0.0699202210151519,-0.0573089316446881,-0.0356282399956212,0.0573089316446881,0.0804968491354779,0.0804968491354779,0.0869010640810365,0.106085172042836,0.106085172042836
"TWIST1",0.0108531959481911,-0.000724280490533496,0.0140353558078753,0.0140353558078753,0.0140353558078753,0.0140353558078753,0.0930074661233108,-0.195620412431609,0.00914270620035,-0.00163104126368607,-0.00914270620035,-0.0140353558078753,-0.0140353558078753,-0.0068751479613728,-0.0108531959481911,-0.0108531959481911
"MIR129",0.00911699779249448,0.00680359982633698,-0.0108531959481911,-0.0108531959481911,-0.0108531959481911,-0.0108531959481911,-0.194158093738374,0.194443326373539,-0.00504661750309099,0.0140353558078753,0.00504661750309099,0.0108531959481911,0.0108531959481911,-0.0102846153522367,-0.00911699779249448,-0.00911699779249448
"GRHL2",-0.00998474068107575,0.0624337286619024,0.00644838033803252,0.00644838033803252,0.00644838033803252,0.00644838033803252,0.05621284205584,0.05621284205584,-0.0121961511882124,0.021121094739162,0.0121961511882124,-0.00644838033803252,-0.00644838033803252,0.0211868803451983,0.00998474068107575,0.109984740681076
"MIR200",-0.0460982837724638,0.0174715440618171,-0.0752122078230967,-0.0752122078230967,-0.0752122078230967,-0.0752122078230967,0.0379741650171995,0.0379741650171995,-0.152001461206566,0.0563227332140649,0.152001461206566,0.0752122078230967,0.0752122078230967,0.0334103421589565,0.0460982837724638,0.0460982837724638
"MIR340",-0.0728651210657754,-0.0734916349816562,-0.106085172042836,-0.106085172042836,-0.106085172042836,-0.106085172042836,-0.060976624879284,-0.060976624879284,-0.0758612986708259,0.0804968491354779,0.0758612986708259,0.106085172042836,0.106085172042836,0.0557140722111178,0.0728651210657754,0.0728651210657754
"CD24",-0.0728651210657754,-0.0734916349816562,-0.106085172042836,-0.106085172042836,-0.106085172042836,-0.106085172042836,-0.060976624879284,-0.060976624879284,-0.0758612986708259,0.0804968491354779,0.0758612986708259,0.106085172042836,0.106085172042836,0.0557140722111178,0.0728651210657754,0.0728651210657754
"TGFB",-0.0670896466541259,0.000433500367367159,-0.0763441453687788,-0.0763441453687788,-0.0763441453687788,-0.0763441453687788,-0.0320536892716019,-0.0320536892716019,0.0161912902301179,0.0886289769121067,-0.0161912902301179,0.0763441453687788,0.0763441453687788,-0.0258478781255539,0.0670896466541259,0.0670896466541259
"MIR34",-0.0670896466541259,0.000433500367367159,-0.0763441453687788,-0.0763441453687788,-0.0763441453687788,-0.0763441453687788,-0.0320536892716019,-0.0320536892716019,0.0161912902301179,0.0886289769121067,-0.0161912902301179,0.0763441453687788,0.0763441453687788,-0.0258478781255539,0.0670896466541259,0.0670896466541259
"HAS2",-0.0390228818800247,-0.0661122593903601,-0.0728651210657754,-0.0728651210657754,-0.0728651210657754,-0.0728651210657754,-0.0729400951989187,-0.0729400951989187,-0.0459350605254097,0.106085172042836,0.0459350605254097,0.0728651210657754,0.0728651210657754,0.0285643137570115,-0.0609771181199753,0.0390228818800247
