"","MIR340","MIR190","HAS2","GRHL2","ESRP1","CD44s","MIR200","SNAIL1","MIR129","TWIST1","ZEB1","MIR34","TGFB","HA","CD24","MIR1199"
"GRHL2",0.339631816142171,0.339631816142171,0.339631816142171,0.339631816142171,0.339631816142171,0.337338822511597,0.326830614636367,0.12403836673205,-0.0865581244715415,-0.133005778318348,-0.340293483544023,-0.326830614636367,-0.32978765377184,-0.337338822511597,-0.437338822511597,-0.339631816142171
"MIR340",0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.232152416830716,0.204414559536823,0.0998054182504762,-0.0679188959308218,-0.112801869524513,-0.233873670863362,-0.204414559536823,-0.213340568163745,-0.232152416830716,-0.232152416830716,-0.233426843338787
"HA",0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.232152416830716,0.204414559536823,0.0998054182504762,-0.0679188959308218,-0.112801869524513,-0.233873670863362,-0.204414559536823,-0.213340568163745,-0.232152416830716,-0.232152416830716,-0.233426843338787
"CD44s",0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.233426843338787,0.232152416830716,0.204414559536823,0.0998054182504762,-0.0679188959308218,-0.112801869524513,-0.233873670863362,-0.204414559536823,-0.213340568163745,-0.232152416830716,-0.232152416830716,-0.233426843338787
"ESRP1",0.232152416830716,0.232152416830716,0.232152416830716,0.232152416830716,0.232152416830716,0.326808905380334,0.204309185458846,0.0987647370773447,-0.0696540557481734,-0.113258490529079,-0.233426843338787,-0.204309185458846,-0.208606268646837,-0.226808905380334,-0.226808905380334,-0.232152416830716
"TGFB",0.0798595826063162,0.0798595826063162,0.0798595826063162,0.0798595826063162,0.0798595826063162,0.0798595826063162,0.318095199099004,0.489872923603625,-0.165274960361917,-0.399841232708559,-0.0790504020854982,-0.318095199099004,-0.267537930425611,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162
"SNAIL1",0.0790504020854982,0.0790504020854982,0.0790504020854982,0.0790504020854982,0.0790504020854982,0.0798595826063162,0.319472956865776,0.393494316200955,-0.166171480647588,-0.403746414291905,-0.0786260739383978,-0.319472956865776,-0.26953695529153,-0.0798595826063162,-0.0798595826063162,-0.0790504020854982
"TWIST1",0.0408296421539483,0.0408296421539483,0.0408296421539483,0.0408296421539483,0.0408296421539483,0.0403535709938381,-0.123093113169963,-0.317401649341754,0.0470924292193249,0.190261695641958,-0.0411775892659873,0.123093113169963,0.0653805867256697,-0.0403535709938381,-0.0403535709938381,-0.0408296421539483
"MIR129",0.0403535709938381,0.0403535709938381,0.0403535709938381,0.0403535709938381,0.0403535709938381,0.0381181015452539,-0.12167642083858,-0.315439250549384,0.0455491386098559,0.287123620328151,-0.0408296421539483,0.12167642083858,0.0658595948969855,-0.0381181015452539,-0.0381181015452539,-0.0403535709938381
"MIR34",-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.318095199099004,-0.489872923603625,0.165274960361917,0.399841232708559,0.0790504020854982,0.318095199099004,0.267537930425611,0.0798595826063162,0.0798595826063162,0.0798595826063162
"MIR190",-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0798595826063162,-0.0823658482704766,-0.314874460685807,-0.485044697048379,0.163119219050874,0.393286019334164,0.0798595826063162,0.314874460685807,0.166257702829593,0.0823658482704766,0.0823658482704766,0.0798595826063162
"ZEB1",-0.233873670863362,-0.233873670863362,-0.233873670863362,-0.233873670863362,-0.233873670863362,-0.233426843338787,-0.205090852719057,-0.0993169780029998,0.0687602795394226,0.112895356592135,0.134800634294146,0.205090852719057,0.2138934136922,0.233426843338787,0.233426843338787,0.233873670863362
"MIR200",-0.198058342561672,-0.198058342561672,-0.198058342561672,-0.198058342561672,-0.198058342561672,-0.198311507118634,-0.34452016578294,-0.332932084233708,0.151187943790804,0.301801866901735,0.198321916625984,0.34452016578294,0.225652842400781,0.198311507118634,0.198311507118634,0.198058342561672
"HAS2",-0.232152416830716,-0.232152416830716,-0.232152416830716,-0.232152416830716,-0.232152416830716,-0.226808905380334,-0.204309185458846,-0.0987647370773447,0.0696540557481734,0.113258490529079,0.233426843338787,0.204309185458846,0.208606268646837,0.126808905380334,0.226808905380334,0.232152416830716
"MIR1199",-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.232152416830716,-0.204414559536823,-0.0998054182504762,0.0679188959308218,0.112801869524513,0.233873670863362,0.204414559536823,0.213340568163745,0.232152416830716,0.232152416830716,0.233426843338787
"CD24",-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.233426843338787,-0.232152416830716,-0.204414559536823,-0.0998054182504762,0.0679188959308218,0.112801869524513,0.233873670863362,0.204414559536823,0.213340568163745,0.232152416830716,0.232152416830716,0.233426843338787
