"","TWIST1","MIR34","SNAIL1","HA","CD44s","MIR340","MIR190","MIR1199","GRHL2","ESRP1","TGFB","ZEB1","MIR200","HAS2","CD24","MIR129"
"TWIST1",-0.106888238810381,0.0157711321140786,-0.18037464237261,0.20918876639591,0.20918876639591,0.210416528861458,0.210416528861458,0.210416528861458,0.210416528861458,0.210416528861458,0.0606231723929539,-0.210694886551089,-0.198027737221671,-0.210416528861458,-0.20918876639591,0.0540267909025871
"HAS2",0.199846310552193,0.167995757959855,0.159895807823575,0.0244588744588745,0.124458874458874,0.120642080565745,0.120642080565745,0.120642080565745,0.120642080565745,0.120642080565745,-0.0254949242778857,-0.126334518968463,-0.0853443344351929,-0.120642080565745,-0.124458874458874,-0.199846310552193
"ESRP1",0.199846310552193,0.167995757959855,0.159895807823575,0.124458874458874,0.224458874458874,0.120642080565745,0.120642080565745,0.120642080565745,0.120642080565745,0.120642080565745,-0.0254949242778857,-0.126334518968463,-0.0853443344351929,-0.120642080565745,-0.124458874458874,-0.199846310552193
"MIR340",0.199572337949453,0.171789224767021,0.15913894878857,0.120642080565745,0.120642080565745,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,-0.0242388856305427,-0.124040804342309,-0.0886109308524743,-0.126334518968463,-0.120642080565745,-0.199572337949453
"MIR1199",0.199572337949453,0.171789224767021,0.15913894878857,0.120642080565745,0.120642080565745,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,-0.0242388856305427,-0.124040804342309,-0.0886109308524743,-0.126334518968463,-0.120642080565745,-0.199572337949453
"CD44s",0.199572337949453,0.171789224767021,0.15913894878857,0.120642080565745,0.120642080565745,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,-0.0242388856305427,-0.124040804342309,-0.0886109308524743,-0.126334518968463,-0.120642080565745,-0.199572337949453
"CD24",0.199572337949453,0.171789224767021,0.15913894878857,0.120642080565745,0.120642080565745,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,0.126334518968463,-0.0242388856305427,-0.124040804342309,-0.0886109308524743,-0.126334518968463,-0.120642080565745,-0.199572337949453
"MIR200",-0.112873163279565,0.0366094611094976,-0.0643041472642846,0.116116575090796,0.116116575090796,0.120825435850289,0.120825435850289,0.120825435850289,0.120825435850289,0.120825435850289,-0.00841351678198426,-0.11915613344298,-0.20944541053452,-0.120825435850289,-0.116116575090796,0.112873163279565
"MIR190",-0.244761752769184,-0.131272235121009,-0.183815797663015,0.0285007885989653,0.0285007885989653,0.0317589339623738,0.0317589339623738,0.0317589339623738,0.0317589339623738,0.0317589339623738,0.02956389311328,-0.0309877257361528,-0.156919952252202,-0.0317589339623738,-0.0285007885989653,0.244761752769184
"GRHL2",0.13416283657672,0.0442019042104714,0.10482412705538,0.0185463820647067,0.0185463820647067,0.0237693120010124,0.0237693120010124,0.0237693120010124,0.0237693120010124,0.0237693120010124,-0.0113693220649362,-0.0205933084721196,-0.00163163801738763,-0.0237693120010124,-0.118546382064707,-0.13416283657672
"ZEB1",-0.198980253187845,-0.17008935271438,-0.160311205382514,-0.126334518968463,-0.126334518968463,-0.124040804342309,-0.124040804342309,-0.124040804342309,-0.124040804342309,-0.124040804342309,0.024401487256559,0.0257419350339665,0.0874959610114946,0.124040804342309,0.126334518968463,0.198980253187845
"SNAIL1",0.248236299506906,0.132333239726174,0.0847919750381465,-0.0309877257361528,-0.0309877257361528,-0.0325619496584714,-0.0325619496584714,-0.0325619496584714,-0.0325619496584714,-0.0325619496584714,-0.130881826818496,0.0318951482844565,0.158965361594976,0.0325619496584714,0.0309877257361528,-0.248236299506906
"TGFB",0.247005483521494,0.133026621085922,0.184512176493099,-0.0317589339623738,-0.0317589339623738,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.130085467319065,0.0325619496584714,0.157731683071789,0.0309877257361528,0.0317589339623738,-0.247005483521494
"MIR34",0.247005483521494,0.133026621085922,0.184512176493099,-0.0317589339623738,-0.0317589339623738,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.0309877257361528,-0.130085467319065,0.0325619496584714,0.157731683071789,0.0309877257361528,0.0317589339623738,-0.247005483521494
"HA",-0.199572337949453,-0.171789224767021,-0.15913894878857,-0.120642080565745,-0.120642080565745,-0.126334518968463,-0.126334518968463,-0.126334518968463,-0.126334518968463,-0.126334518968463,0.0242388856305427,0.124040804342309,0.0886109308524743,0.126334518968463,0.120642080565745,0.199572337949453
"MIR129",0.00599911747146924,-0.0156171438171891,0.179537535195445,-0.209039735099338,-0.209039735099338,-0.20918876639591,-0.20918876639591,-0.20918876639591,-0.20918876639591,-0.20918876639591,-0.0602005181241458,0.210416528861458,0.196672640209044,0.20918876639591,0.209039735099338,-0.0531112795240886
