"","TWIST1","MIR34","MIR200","HA","CD44s","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","CD24","TGFB","SNAIL1","MIR129"
"SNAIL1",-0.689271877378742,-0.237743037558412,0.448119763084551,0.194635537970755,0.194635537970755,0.198946263290749,0.198946263290749,0.198946263290749,0.198946263290749,0.198946263290749,0.198946263290749,-0.20239140372316,-0.194635537970755,-0.384695926228809,0.569328926105917,0.689271877378742
"MIR190",-0.624797142989932,-0.221691080938281,0.420297057611467,0.182305226330472,0.182305226330472,0.189322770190121,0.189322770190121,0.189322770190121,0.189322770190121,0.189322770190121,0.189322770190121,-0.194635537970755,-0.182305226330472,-0.458456589301489,0.623821086365201,0.624797142989932
"MIR200",-0.32742069892848,-0.0541079809025325,0.297924429006964,0.12753373831576,0.12753373831576,0.130217282619558,0.130217282619558,0.130217282619558,0.130217282619558,0.130217282619558,0.130217282619558,-0.132167730695467,-0.12753373831576,-0.367947988562097,0.297342344308764,0.32742069892848
"MIR129",-0.655050456982502,-0.192422719735288,0.257987429887415,0.0511837748344371,0.0511837748344371,0.0568469641041837,0.0568469641041837,0.0568469641041837,0.0568469641041837,0.0568469641041837,0.0568469641041837,-0.060580364254522,-0.0511837748344371,-0.175259015123773,0.540516916193129,0.656229296011194
"ESRP1",0.113831345125463,0.0856063951856396,0.0649684775915899,0.0568027210884354,0.156802721088435,0.0555304564573921,0.0555304564573921,0.0555304564573921,0.0555304564573921,0.0555304564573921,0.0555304564573921,-0.0552755711557779,-0.0568027210884354,-0.0646968987739779,-0.0836388614063761,-0.113831345125463
"MIR340",0.115931801746467,0.0862386396535005,0.0640201108897986,0.0555304564573921,0.0555304564573921,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,-0.0548883206344791,-0.0555304564573921,-0.0634408601266349,-0.084584935200132,-0.115931801746467
"CD44s",0.115931801746467,0.0862386396535005,0.0640201108897986,0.0555304564573921,0.0555304564573921,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,-0.0548883206344791,-0.0555304564573921,-0.0634408601266349,-0.084584935200132,-0.115931801746467
"CD24",0.115931801746467,0.0862386396535005,0.0640201108897986,0.0555304564573921,0.0555304564573921,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,0.0552755711557779,-0.0548883206344791,-0.0555304564573921,-0.0634408601266349,-0.084584935200132,-0.115931801746467
"ZEB1",-0.117271783049054,-0.0863665870123015,-0.0634169304840227,-0.0552755711557779,-0.0552755711557779,-0.0548883206344791,-0.0548883206344791,-0.0548883206344791,-0.0548883206344791,-0.0548883206344791,-0.0548883206344791,-0.045182984244812,0.0552755711557779,0.0627579332973666,0.0856920664277451,0.117271783049054
"MIR1199",-0.115931801746467,-0.0862386396535005,-0.0640201108897986,-0.0555304564573921,-0.0555304564573921,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,0.0548883206344791,0.0555304564573921,0.0634408601266349,0.084584935200132,0.115931801746467
"HA",-0.115931801746467,-0.0862386396535005,-0.0640201108897986,-0.0555304564573921,-0.0555304564573921,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,-0.0552755711557779,0.0548883206344791,0.0555304564573921,0.0634408601266349,0.084584935200132,0.115931801746467
"HAS2",-0.113831345125463,-0.0856063951856396,-0.0649684775915899,0.0431972789115646,-0.0568027210884354,-0.0555304564573921,-0.0555304564573921,-0.0555304564573921,-0.0555304564573921,-0.0555304564573921,-0.0555304564573921,0.0552755711557779,0.0568027210884354,0.0646968987739779,0.0836388614063761,0.113831345125463
"TWIST1",0.581828699660327,0.199259800117179,-0.269413361516611,-0.0568469641041837,-0.0568469641041837,-0.060580364254522,-0.060580364254522,-0.060580364254522,-0.060580364254522,-0.060580364254522,-0.060580364254522,0.0639032591744942,0.0568469641041837,0.186332556966545,-0.558974443296189,-0.682988385731309
"GRHL2",-0.135410036257677,-0.204993509622038,-0.159101060375668,-0.173738771796363,-0.173738771796363,-0.173229217656236,-0.173229217656236,-0.173229217656236,-0.173229217656236,-0.173229217656236,-0.173229217656236,0.172876328375248,0.0737387717963634,0.166408558570407,0.109071305129973,0.135410036257677
"TGFB",0.66047686142372,0.23062011995373,-0.435719943183606,-0.189322770190121,-0.189322770190121,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,0.198946263290749,0.189322770190121,0.373108082900351,-0.648983574758887,-0.66047686142372
"MIR34",0.66047686142372,0.23062011995373,-0.435719943183606,-0.189322770190121,-0.189322770190121,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,-0.194635537970755,0.198946263290749,0.189322770190121,0.373108082900351,-0.648983574758887,-0.66047686142372
