"","SNAIL1","MIR129","HA","MIR340","MIR190","GRHL2","ZEB1","MIR200","TGFB","MIR1199","HAS2","ESRP1","CD44s","CD24","TWIST1","MIR34"
"MIR129",-0.0149656495574876,0.0899362603983175,0.191272075055188,0.190974012462043,0.190974012462043,0.190974012462043,-0.19185098565172,0.0849193741236642,-0.126631927546804,-0.190974012462043,-0.190974012462043,-0.190974012462043,-0.191272075055188,-0.191272075055188,0.115900626133804,-0.104918129130705
"TWIST1",0.00404080028469714,0.0631771706782024,0.190974012462043,0.19185098565172,0.19185098565172,0.19185098565172,-0.19122468085005,0.0945590415089429,-0.119503158879574,-0.19185098565172,-0.19185098565172,-0.19185098565172,-0.190974012462043,-0.190974012462043,0.0426788688116283,-0.0963563798236526
"TGFB",-0.0205745520477045,-0.0588998568026625,0.108030008671479,0.109572425123921,0.109572425123921,0.109572425123921,-0.108763244603103,0.128334342651146,-0.146301301235379,-0.109572425123921,-0.109572425123921,-0.109572425123921,-0.108030008671479,-0.108030008671479,0.0588998568026625,0.0215989742226865
"MIR34",-0.0205745520477045,-0.0588998568026625,0.108030008671479,0.109572425123921,0.109572425123921,0.109572425123921,-0.108763244603103,0.128334342651146,-0.146301301235379,-0.109572425123921,-0.109572425123921,-0.109572425123921,-0.108030008671479,-0.108030008671479,0.0588998568026625,0.0215989742226865
"MIR1199",0.112126803694944,0.0895419099299841,0.0545473428788587,0.0539526105084254,0.0539526105084254,0.0539526105084254,-0.0535653599871266,0.0358526992685064,-0.0439296696091828,-0.0539526105084254,-0.0539526105084254,-0.0539526105084254,-0.0545473428788587,-0.0545473428788587,-0.0895419099299841,-0.0900093307674589
"HA",0.112126803694944,0.0895419099299841,0.0545473428788587,0.0539526105084254,0.0539526105084254,0.0539526105084254,-0.0535653599871266,0.0358526992685064,-0.0439296696091828,-0.0539526105084254,-0.0539526105084254,-0.0539526105084254,-0.0545473428788587,-0.0545473428788587,-0.0895419099299841,-0.0900093307674589
"CD24",0.112126803694944,0.0895419099299841,0.0545473428788587,0.0539526105084254,0.0539526105084254,0.0539526105084254,-0.0535653599871266,0.0358526992685064,-0.0439296696091828,-0.0539526105084254,-0.0539526105084254,-0.0539526105084254,-0.0545473428788587,-0.0545473428788587,-0.0895419099299841,-0.0900093307674589
"ZEB1",-0.113038558823567,-0.0886382016096351,-0.0539526105084254,-0.0535653599871266,-0.0535653599871266,-0.0535653599871266,-0.0464040807788915,-0.0357978646861631,0.0431166614791015,0.0535653599871266,0.0535653599871266,0.0535653599871266,0.0539526105084254,0.0539526105084254,0.0886382016096351,0.0895889323028272
"MIR200",0.127850746315132,0.077658457067442,0.037051322845897,0.0371019557572894,0.0371019557572894,0.0371019557572894,-0.0362409471472033,-0.056239127421423,-0.035800035090433,-0.0371019557572894,-0.0371019557572894,-0.0371019557572894,-0.037051322845897,-0.037051322845897,-0.077658457067442,-0.169817311813544
"MIR340",-0.112126803694944,-0.0895419099299841,-0.0545473428788587,-0.0539526105084254,-0.0539526105084254,-0.0539526105084254,0.0535653599871266,-0.0358526992685064,0.0439296696091828,0.0539526105084254,0.0539526105084254,0.0539526105084254,0.0545473428788587,0.0545473428788587,0.0895419099299841,0.0900093307674589
"CD44s",-0.112126803694944,-0.0895419099299841,-0.0545473428788587,-0.0539526105084254,-0.0539526105084254,-0.0539526105084254,0.0535653599871266,-0.0358526992685064,0.0439296696091828,0.0539526105084254,0.0539526105084254,0.0539526105084254,0.0545473428788587,0.0545473428788587,0.0895419099299841,0.0900093307674589
"HAS2",-0.112599840591822,-0.0878067501126325,-0.152257266542981,-0.0545473428788587,-0.0545473428788587,-0.0545473428788587,0.0539526105084254,-0.0368010659702978,0.0417074473869606,0.0545473428788587,0.0545473428788587,0.0545473428788587,0.0522572665429808,0.0522572665429808,0.0878067501126325,0.0897985826115053
"ESRP1",-0.112599840591822,-0.0878067501126325,-0.0522572665429808,-0.0545473428788587,-0.0545473428788587,-0.0545473428788587,0.0539526105084254,-0.0368010659702978,0.0417074473869606,0.0545473428788587,0.0545473428788587,0.0545473428788587,0.152257266542981,0.0522572665429808,0.0878067501126325,0.0897985826115053
"SNAIL1",-0.0579768909133636,0.0284333623489321,-0.109572425123921,-0.108763244603103,-0.108763244603103,-0.108763244603103,0.109359324619268,-0.117483374618728,0.155483813830861,0.108763244603103,0.108763244603103,0.108763244603103,0.109572425123921,0.109572425123921,-0.0284333623489321,-0.0117385509899085
"MIR190",0.0472690738675745,0.0212843706609995,-0.109032514937143,-0.108030008671479,-0.108030008671479,-0.108030008671479,0.109572425123921,-0.114482548987883,0.0567802011879629,0.108030008671479,0.108030008671479,0.108030008671479,0.109032514937143,0.109032514937143,-0.0212843706609995,-0.00963249085007592
"GRHL2",-0.137136980717341,-0.109008708704882,-0.130207320893185,-0.130334709428217,-0.130334709428217,-0.130334709428217,0.129893597826981,-0.114949471808854,0.121653446518585,0.130334709428217,0.130334709428217,0.130334709428217,0.130207320893185,0.0302073208931848,0.109008708704882,0.178750692589945
