"","HA","CD44s","MIR340","GRHL2","MIR34","MIR129","MIR200","TWIST1","ZEB1","SNAIL1","TGFB","MIR190","MIR1199","HAS2","ESRP1","CD24"
"TWIST1",0.196752676312578,0.196752676312578,0.197729875009646,0.197729875009646,0.258867151008558,0.350050764144453,-0.0622198124957957,0.0433850610306962,-0.197729875009646,-0.355220115567219,-0.0272855904745018,-0.197729875009646,-0.197729875009646,-0.197729875009646,-0.197729875009646,-0.196752676312578
"TGFB",0.156275519957516,0.156275519957516,0.158503454833266,0.158503454833266,0.366341694547917,0.41334791166053,-0.203029672451548,0.172166571301964,-0.159665732308623,-0.509596534153423,0.11178504955092,-0.158503454833266,-0.158503454833266,-0.158503454833266,-0.158503454833266,-0.156275519957516
"MIR34",0.156275519957516,0.156275519957516,0.158503454833266,0.158503454833266,0.366341694547917,0.41334791166053,-0.203029672451548,0.172166571301964,-0.159665732308623,-0.509596534153423,0.11178504955092,-0.158503454833266,-0.158503454833266,-0.158503454833266,-0.158503454833266,-0.156275519957516
"MIR190",0.154270507426188,0.154270507426188,0.156275519957516,0.156275519957516,0.360973797192588,0.405208888343328,-0.200385001071605,0.169834851108387,-0.158503454833266,-0.502400619575893,0.209461673543334,-0.156275519957516,-0.156275519957516,-0.156275519957516,-0.156275519957516,-0.154270507426188
"MIR1199",0.100767135445434,0.100767135445434,0.0994927089373629,0.0994927089373629,0.0949926897128447,0.0825545638889716,0.0843242388985572,0.0525373618591991,-0.0982713803701898,-0.0633282295680201,-0.0918542113832704,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.100767135445434
"HA",0.100767135445434,0.100767135445434,0.0994927089373629,0.0994927089373629,0.0949926897128447,0.0825545638889716,0.0843242388985572,0.0525373618591991,-0.0982713803701898,-0.0633282295680201,-0.0918542113832704,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.100767135445434
"CD44s",0.100767135445434,0.100767135445434,0.0994927089373629,0.0994927089373629,0.0949926897128447,0.0825545638889716,0.0843242388985572,0.0525373618591991,-0.0982713803701898,-0.0633282295680201,-0.0918542113832704,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.100767135445434
"CD24",0.100767135445434,0.100767135445434,0.0994927089373629,0.0994927089373629,0.0949926897128447,0.0825545638889716,0.0843242388985572,0.0525373618591991,-0.0982713803701898,-0.0633282295680201,-0.0918542113832704,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.0994927089373629,-0.100767135445434
"MIR200",0.0476328786994194,0.0476328786994194,0.0460632584462548,0.0460632584462548,-0.102839856711294,-0.242189144791375,0.223492059490232,-0.121566196514215,-0.04442909924752,0.257496880340517,-0.293852037774988,-0.0460632584462548,-0.0460632584462548,-0.0460632584462548,-0.0460632584462548,-0.0476328786994194
"ZEB1",-0.0994927089373629,-0.0994927089373629,-0.0982713803701898,-0.0982713803701898,-0.0944260656952976,-0.0833959474975724,-0.0833920509987217,-0.0530047971973106,-0.00100538442557265,0.0628397893205437,0.09065095935075,0.0982713803701898,0.0982713803701898,0.0982713803701898,0.0982713803701898,0.0994927089373629
"MIR340",-0.100767135445434,-0.100767135445434,-0.0994927089373629,-0.0994927089373629,-0.0949926897128447,-0.0825545638889716,-0.0843242388985572,-0.0525373618591991,0.0982713803701898,0.0633282295680201,0.0918542113832704,0.0994927089373629,0.0994927089373629,0.0994927089373629,0.0994927089373629,0.100767135445434
"HAS2",-0.195423623995053,-0.0954236239950526,-0.100767135445434,-0.100767135445434,-0.0954141860247519,-0.0830111848935378,-0.0854833537563022,-0.050984850443674,0.0994927089373629,0.0628551926711421,0.0871199118663622,0.100767135445434,0.100767135445434,0.100767135445434,0.100767135445434,0.0954236239950526
"ESRP1",-0.0954236239950526,-0.195423623995053,-0.100767135445434,-0.100767135445434,-0.0954141860247519,-0.0830111848935378,-0.0854833537563022,-0.050984850443674,0.0994927089373629,0.0628551926711421,0.0871199118663622,0.100767135445434,0.100767135445434,0.100767135445434,0.100767135445434,0.0954236239950526
"SNAIL1",-0.158503454833266,-0.158503454833266,-0.159665732308623,-0.159665732308623,-0.369844621157552,-0.418863790706267,0.205109816530791,-0.17406597868686,0.16028201842703,0.414528982790405,-0.112581409050351,0.159665732308623,0.159665732308623,0.159665732308623,0.159665732308623,0.158503454833266
"GRHL2",-0.161299354126579,-0.161299354126579,-0.161681519731675,-0.161681519731675,-0.184497622987214,-0.102703269325726,-0.151939669024514,-0.0705746130259651,0.160446407248216,0.0885722142258815,0.156007276443075,0.161681519731675,0.161681519731675,0.161681519731675,0.161681519731675,0.0612993541265793
"MIR129",-0.193921081677704,-0.193921081677704,-0.196752676312578,-0.196752676312578,-0.256341742939571,-0.346571820906159,0.0608955131425466,-0.141972927139483,0.197729875009646,0.35158350242052,0.0266938744981704,0.196752676312578,0.196752676312578,0.196752676312578,0.196752676312578,0.193921081677704
