"","ZEB1","TWIST1","MIR34","MIR129","MIR340","MIR190","HAS2","GRHL2","ESRP1","HA","CD24","TGFB","CD44s","MIR1199","MIR200","SNAIL1"
"ZEB1",-0.0764820646748962,-0.0696111709202086,-0.0473769320490254,-0.0451472856566113,-0.0338978884676117,-0.0338978884676117,-0.0338978884676117,-0.0338978884676117,-0.0338978884676117,-0.0183780791140222,-0.0183780791140222,0.000395594018062555,0.0183780791140222,0.0338978884676117,0.0495495124355061,0.0520801980568231
"SNAIL1",-0.0514820094819365,-0.0881167483788437,0.0913400993675905,-0.0238983958767752,0.0511890209994148,0.0511890209994148,0.0511890209994148,0.0511890209994148,0.0511890209994148,0.0462015265165547,0.0462015265165547,-0.0771958122399029,-0.0462015265165547,-0.0511890209994148,0.0403185600177716,-0.0687523782620136
"MIR200",-0.0473546011309973,-0.0719452603139832,0.148835416624803,-0.0374455215423018,0.0380943656714999,0.0380943656714999,0.0380943656714999,0.0380943656714999,0.0380943656714999,0.027613353013272,0.027613353013272,-0.19353634325221,-0.027613353013272,-0.0380943656714999,0.0290200252928036,0.0420512493811271
"MIR190",-0.0462015265165547,-0.0858532096403257,0.0871941710315933,-0.0217097972413269,0.0459444571078143,0.0459444571078143,0.0459444571078143,0.0459444571078143,0.0459444571078143,0.0547163869323757,0.0547163869323757,-0.176991399353615,-0.0547163869323757,-0.0459444571078143,0.0425922080104205,0.0312617768202362
"MIR1199",-0.0338978884676117,0.0721976464577593,0.0375980981978099,0.0431217325247946,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,-0.00515633040169572,-0.00515633040169572,0.00152310516892931,0.00515633040169572,-0.0183780791140222,-0.0402824680194944,-0.0476842358295356
"CD44s",-0.0338978884676117,0.0721976464577593,0.0375980981978099,0.0431217325247946,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,-0.00515633040169572,-0.00515633040169572,0.00152310516892931,0.00515633040169572,-0.0183780791140222,-0.0402824680194944,-0.0476842358295356
"CD24",-0.0338978884676117,0.0721976464577593,0.0375980981978099,0.0431217325247946,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,0.0183780791140222,-0.00515633040169572,-0.00515633040169572,0.00152310516892931,0.00515633040169572,-0.0183780791140222,-0.0402824680194944,-0.0476842358295356
"GRHL2",-0.0214568151518093,-0.0631942394528951,0.0325061746590187,-0.0463660269441062,0.0268383766868777,0.0268383766868777,0.0268383766868777,0.0268383766868777,0.0268383766868777,0.0505326442028013,0.150532644202801,-0.00222630807236683,-0.0505326442028013,-0.0268383766868777,-0.0270385280253043,0.0482591264730783
"TWIST1",0.0114973574009093,-0.00134140239834073,-0.0142152774132723,-0.0243070440503107,-0.01328928502791,-0.01328928502791,-0.01328928502791,-0.01328928502791,-0.01328928502791,-0.0220339605478298,-0.0220339605478298,0.00349421069878814,0.0220339605478298,0.01328928502791,0.00405876515042809,-0.0124398009821685
"MIR129",0.01328928502791,0.100541442789944,-0.0200668326950709,-0.0239669969668684,-0.0220339605478298,-0.0220339605478298,-0.0220339605478298,-0.0220339605478298,-0.0220339605478298,-0.0202455849889625,-0.0202455849889625,0.00402957277261175,0.0202455849889625,0.0220339605478298,0.00895559299151217,-0.0122614010919531
"HAS2",0.0183780791140222,-0.0794122583299054,-0.0198952530977045,-0.0494231023878083,0.00515633040169572,0.00515633040169572,0.00515633040169572,0.00515633040169572,0.00515633040169572,0.0809833024118738,-0.0190166975881262,-0.00161972352641724,0.0190166975881262,-0.00515633040169572,0.0287966935200213,0.0483464874851647
"ESRP1",0.0183780791140222,-0.0794122583299054,-0.0198952530977045,-0.0494231023878083,0.00515633040169572,0.00515633040169572,0.00515633040169572,0.00515633040169572,0.00515633040169572,-0.0190166975881262,-0.0190166975881262,-0.00161972352641724,-0.0809833024118738,-0.00515633040169572,0.0287966935200213,0.0483464874851647
"MIR340",0.0338978884676117,-0.0721976464577593,-0.0375980981978099,-0.0431217325247946,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,0.00515633040169572,0.00515633040169572,-0.00152310516892931,-0.00515633040169572,0.0183780791140222,0.0402824680194944,0.0476842358295356
"HA",0.0338978884676117,-0.0721976464577593,-0.0375980981978099,-0.0431217325247946,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,-0.0183780791140222,0.00515633040169572,0.00515633040169572,-0.00152310516892931,-0.00515633040169572,0.0183780791140222,0.0402824680194944,0.0476842358295356
"TGFB",0.0511890209994148,0.0871290565386979,-0.0882153807723631,0.0242174963174378,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0459444571078143,-0.0459444571078143,0.076659488495388,0.0459444571078143,0.0462015265165547,-0.043299199369415,-0.0314474778415918
"MIR34",0.0511890209994148,0.0871290565386979,-0.0882153807723631,0.0242174963174378,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0462015265165547,-0.0459444571078143,-0.0459444571078143,0.076659488495388,0.0459444571078143,0.0462015265165547,-0.043299199369415,-0.0314474778415918
