"","TWIST1","MIR129","MIR34","MIR200","TGFB","ZEB1","HA","CD44s","CD24","MIR190","HAS2","GRHL2","ESRP1","MIR340","MIR1199","SNAIL1"
"SNAIL1",-0.372820365925799,-0.149835043527921,-0.0992585542932354,-0.0992585542932354,0.0070417516741477,-0.311150911993393,0.310437965375584,0.310437965375584,0.310437965375584,0.311423694373672,0.311423694373672,0.311423694373672,0.311423694373672,-0.311423694373672,-0.311423694373672,0.34931977585814
"GRHL2",0.314313359123747,0.183768942405722,0.225654526915755,0.225654526915755,0.177866022316139,-0.0920019655912302,0.104286839396787,0.104286839396787,0.204286839396787,0.0968983043649399,0.0968983043649399,0.0968983043649399,0.0968983043649399,-0.0968983043649399,-0.0968983043649399,-0.333032290331721
"ZEB1",-0.293666731230485,-0.163796155883886,-0.147249816898826,-0.147249816898826,-0.102202160015664,-0.0692266491431502,-0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.0300501156526123,-0.0300501156526123,-0.0300501156526123,-0.0300501156526123,0.0300501156526123,0.0300501156526123,0.309850814784305
"HAS2",0.288734825958355,0.162227223756636,0.151917439784049,0.151917439784049,0.107094348067979,-0.0332970623311944,0.143661100803958,0.0436611008039579,0.0436611008039579,0.042897742025332,0.042897742025332,0.042897742025332,0.042897742025332,-0.042897742025332,-0.042897742025332,-0.304811978316441
"ESRP1",0.288734825958355,0.162227223756636,0.151917439784049,0.151917439784049,0.107094348067979,-0.0332970623311944,0.0436611008039579,0.143661100803958,0.0436611008039579,0.042897742025332,0.042897742025332,0.042897742025332,0.042897742025332,-0.042897742025332,-0.042897742025332,-0.304811978316441
"MIR340",0.291017930981186,0.161770602752069,0.147597102587,0.147597102587,0.108543623430298,-0.0300501156526123,0.042897742025332,0.042897742025332,0.042897742025332,0.0332970623311944,0.0332970623311944,0.0332970623311944,0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.309069310388343
"MIR1199",0.291017930981186,0.161770602752069,0.147597102587,0.147597102587,0.108543623430298,-0.0300501156526123,0.042897742025332,0.042897742025332,0.042897742025332,0.0332970623311944,0.0332970623311944,0.0332970623311944,0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.309069310388343
"HA",0.291017930981186,0.161770602752069,0.147597102587,0.147597102587,0.108543623430298,-0.0300501156526123,0.042897742025332,0.042897742025332,0.042897742025332,0.0332970623311944,0.0332970623311944,0.0332970623311944,0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.309069310388343
"CD44s",0.291017930981186,0.161770602752069,0.147597102587,0.147597102587,0.108543623430298,-0.0300501156526123,0.042897742025332,0.042897742025332,0.042897742025332,0.0332970623311944,0.0332970623311944,0.0332970623311944,0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.309069310388343
"CD24",0.291017930981186,0.161770602752069,0.147597102587,0.147597102587,0.108543623430298,-0.0300501156526123,0.042897742025332,0.042897742025332,0.042897742025332,0.0332970623311944,0.0332970623311944,0.0332970623311944,0.0332970623311944,-0.0332970623311944,-0.0332970623311944,-0.309069310388343
"MIR200",0.126763419895548,0.0635886365582037,-0.0219849051539092,-0.0219849051539092,0.0650270092664082,0.150937538531369,-0.15548225826428,-0.15548225826428,-0.15548225826428,-0.15148225826428,-0.15148225826428,-0.15148225826428,-0.15148225826428,0.15148225826428,0.15148225826428,-0.106490497496121
"TWIST1",0.138257162664378,0.0215051940261156,-0.00848970472724088,-0.00848970472724088,-0.0904682462347232,0.247508140603811,-0.249296777074841,-0.249296777074841,-0.249296777074841,-0.248169240116686,-0.248169240116686,-0.248169240116686,-0.248169240116686,0.248169240116686,0.248169240116686,-0.246418540151015
"MIR129",0.238675572706219,0.0215313514940727,-0.0089208719585313,-0.0089208719585313,-0.0884113287931904,0.248169240116686,-0.246763245033113,-0.246763245033113,-0.246763245033113,-0.249296777074841,-0.249296777074841,-0.249296777074841,-0.249296777074841,0.249296777074841,0.249296777074841,-0.247749677793392
"MIR190",0.373129044277194,0.150810882664878,0.101776701253639,0.101776701253639,0.0976707028317324,0.310437965375584,-0.302835411432887,-0.302835411432887,-0.302835411432887,-0.30709606306196,-0.30709606306196,-0.30709606306196,-0.30709606306196,0.30709606306196,0.30709606306196,-0.450613596396489
"TGFB",0.373261028439095,0.150062972414108,0.0999699455584313,0.0999699455584313,-0.00465267317585418,0.311423694373672,-0.30709606306196,-0.30709606306196,-0.30709606306196,-0.310437965375584,-0.310437965375584,-0.310437965375584,-0.310437965375584,0.310437965375584,0.310437965375584,-0.450335044864455
"MIR34",0.373261028439095,0.150062972414108,0.0999699455584313,0.0999699455584313,-0.00465267317585418,0.311423694373672,-0.30709606306196,-0.30709606306196,-0.30709606306196,-0.310437965375584,-0.310437965375584,-0.310437965375584,-0.310437965375584,0.310437965375584,0.310437965375584,-0.450335044864455
