"","MIR129","SNAIL1","ZEB1","MIR190","MIR1199","GRHL2","MIR200","TGFB","HA","CD44s","CD24","MIR340","HAS2","ESRP1","MIR34","TWIST1"
"GRHL2",0.266598524160776,0.214964639871298,-0.148296481171883,0.146267367806201,0.146267367806201,0.146267367806201,0.107082873252598,-0.119730709733115,-0.143464820035501,-0.143464820035501,-0.243464820035501,-0.146267367806201,-0.146267367806201,-0.146267367806201,-0.221422348255115,-0.266598524160776
"TGFB",-0.20613115332169,-0.146351768848648,-0.134557930191889,0.133837023909706,0.133837023909706,0.133837023909706,0.194453956233077,-0.207968113322052,-0.134351162727187,-0.134351162727187,-0.134351162727187,-0.133837023909706,-0.133837023909706,-0.133837023909706,0.0622927600308155,0.20613115332169
"MIR34",-0.20613115332169,-0.146351768848648,-0.134557930191889,0.133837023909706,0.133837023909706,0.133837023909706,0.194453956233077,-0.207968113322052,-0.134351162727187,-0.134351162727187,-0.134351162727187,-0.133837023909706,-0.133837023909706,-0.133837023909706,0.0622927600308155,0.20613115332169
"ZEB1",-0.237277314774306,-0.192124766181921,-0.0661975192277139,-0.0333033466172489,-0.0333033466172489,-0.0333033466172489,-0.00340510684197086,0.0143179200833444,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.0333033466172489,0.0333033466172489,0.0333033466172489,0.116684529444187,0.237277314774306
"MIR340",0.240674011564584,0.19020356787518,-0.0333033466172489,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.00203424228338925,-0.0105780826849704,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.0315458250205853,-0.0315458250205853,-0.0315458250205853,-0.115898567097267,-0.240674011564584
"MIR1199",0.240674011564584,0.19020356787518,-0.0333033466172489,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.00203424228338925,-0.0105780826849704,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.0315458250205853,-0.0315458250205853,-0.0315458250205853,-0.115898567097267,-0.240674011564584
"HA",0.240674011564584,0.19020356787518,-0.0333033466172489,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.00203424228338925,-0.0105780826849704,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.0315458250205853,-0.0315458250205853,-0.0315458250205853,-0.115898567097267,-0.240674011564584
"CD44s",0.240674011564584,0.19020356787518,-0.0333033466172489,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.00203424228338925,-0.0105780826849704,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.0315458250205853,-0.0315458250205853,-0.0315458250205853,-0.115898567097267,-0.240674011564584
"MIR129",-0.120155744302831,-0.239121707758914,-0.0318739279877044,0.0333522542217309,0.0333522542217309,0.0333522542217309,0.134483234289862,-0.103571705409414,-0.0357367549668874,-0.0357367549668874,-0.0357367549668874,-0.0333522542217309,-0.0333522542217309,-0.0333522542217309,0.0974207935342247,0.070749947365537
"HAS2",0.249167162249515,0.190960426910185,-0.0315458250205853,0.0287420867028283,0.0287420867028283,0.0287420867028283,-0.00228609491366027,-0.00507083630815882,0.0740568954854669,-0.0259431045145331,-0.0259431045145331,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.116741559721081,-0.249167162249515
"ESRP1",0.249167162249515,0.190960426910185,-0.0315458250205853,0.0287420867028283,0.0287420867028283,0.0287420867028283,-0.00228609491366027,-0.00507083630815882,-0.0259431045145331,0.0740568954854669,-0.0259431045145331,-0.0287420867028283,-0.0287420867028283,-0.0287420867028283,-0.116741559721081,-0.249167162249515
"TWIST1",0.117513840039164,0.24089198359259,0.0315085835200635,-0.0318739279877044,-0.0318739279877044,-0.0318739279877044,-0.133405316211636,0.100500417722742,0.0333522542217309,0.0333522542217309,0.0333522542217309,0.0318739279877044,0.0318739279877044,0.0318739279877044,-0.098159937359294,-0.168082583348801
"CD24",-0.240674011564584,-0.19020356787518,0.0333033466172489,-0.0315458250205853,-0.0315458250205853,-0.0315458250205853,-0.00203424228338925,0.0105780826849704,0.0287420867028283,0.0287420867028283,0.0287420867028283,0.0315458250205853,0.0315458250205853,0.0315458250205853,0.115898567097267,0.240674011564584
"MIR200",0.0794452100103918,0.0336699433366869,0.093273603006261,-0.0924477376047499,-0.0924477376047499,-0.0924477376047499,-0.1700712811633,0.0772247434914596,0.0919920414022182,0.0919920414022182,0.0919920414022182,0.0924477376047499,0.0924477376047499,0.0924477376047499,0.0268295507928309,-0.0794452100103918
"MIR190",0.20450334865825,0.141941369591453,0.133837023909706,-0.134351162727187,-0.134351162727187,-0.134351162727187,-0.192856679459052,0.110006994308301,0.137358681524179,0.137358681524179,0.137358681524179,0.134351162727187,0.134351162727187,0.134351162727187,-0.0600670464932402,-0.20450334865825
"SNAIL1",0.209580477132661,0.0485981514531732,0.135457101741698,-0.134557930191889,-0.134557930191889,-0.134557930191889,-0.196606139934113,0.208764472821483,0.133837023909706,0.133837023909706,0.133837023909706,0.134557930191889,0.134557930191889,0.134557930191889,-0.0635624583648993,-0.209580477132661
