"","ZEB1","MIR129","MIR200","HA","MIR340","MIR1199","GRHL2","ESRP1","MIR190","HAS2","CD44s","CD24","SNAIL1","TGFB","MIR34","TWIST1"
"MIR129",-0.153756492388476,-0.0461381838230423,0.164354312534472,0.156227924944812,0.155184705868806,0.155184705868806,0.155184705868806,0.155184705868806,-0.155184705868806,-0.155184705868806,-0.156227924944812,-0.156227924944812,0.172243387947795,-0.163016494687139,-0.164354312534472,0.00196495265782408
"ZEB1",-0.0807890146208246,-0.0663168763315973,-0.059576982257722,-0.0171525595587194,-0.0171227710570811,-0.0171227710570811,-0.0171227710570811,-0.0171227710570811,0.0171227710570811,0.0171227710570811,0.0171525595587194,0.0171525595587194,0.0327496732372207,0.0447423725004791,0.059576982257722,0.0663168763315973
"SNAIL1",-0.0214511918511901,-0.191938229656658,0.122532978916582,0.0217929787989637,0.020895524039511,0.020895524039511,0.020895524039511,0.020895524039511,-0.020895524039511,-0.020895524039511,-0.0217929787989637,-0.0217929787989637,0.0268846453976278,-0.122330849193544,-0.122532978916582,0.191938229656658
"MIR34",-0.020895524039511,-0.192196549061004,0.122668053207442,0.0251348811125884,0.0217929787989637,0.0217929787989637,0.0217929787989637,0.0217929787989637,-0.0217929787989637,-0.0217929787989637,-0.0251348811125884,-0.0251348811125884,0.125069951976891,-0.125565043895316,-0.122668053207442,0.192196549061004
"HAS2",-0.0171525595587194,0.0656230514583456,0.0589437362449781,-0.0736858379715523,0.0179172154635622,0.0179172154635622,0.0179172154635622,0.0179172154635622,-0.0179172154635622,-0.0179172154635622,-0.0263141620284477,-0.0263141620284477,-0.0368657565841346,-0.0535096636516515,-0.0589437362449781,-0.0656230514583456
"MIR340",-0.0171227710570811,0.0679061564811766,0.0582061176991404,0.0179172154635622,0.0171525595587194,0.0171525595587194,0.0171525595587194,0.0171525595587194,-0.0171525595587194,-0.0171525595587194,-0.0179172154635622,-0.0179172154635622,-0.0332706761678622,-0.0454903399801539,-0.0582061176991404,-0.0679061564811766
"CD44s",-0.0171227710570811,0.0679061564811766,0.0582061176991404,0.0179172154635622,0.0171525595587194,0.0171525595587194,0.0171525595587194,0.0171525595587194,-0.0171525595587194,-0.0171525595587194,-0.0179172154635622,-0.0179172154635622,-0.0332706761678622,-0.0454903399801539,-0.0582061176991404,-0.0679061564811766
"CD24",-0.0171227710570811,0.0679061564811766,0.0582061176991404,0.0179172154635622,0.0171525595587194,0.0171525595587194,0.0171525595587194,0.0171525595587194,-0.0171525595587194,-0.0171525595587194,-0.0179172154635622,-0.0179172154635622,-0.0332706761678622,-0.0454903399801539,-0.0582061176991404,-0.0679061564811766
"MIR1199",0.0171227710570811,-0.0679061564811766,-0.0582061176991404,-0.0179172154635622,-0.0171525595587194,-0.0171525595587194,-0.0171525595587194,-0.0171525595587194,0.0171525595587194,0.0171525595587194,0.0179172154635622,0.0179172154635622,0.0332706761678622,0.0454903399801539,0.0582061176991404,0.0679061564811766
"HA",0.0171227710570811,-0.0679061564811766,-0.0582061176991404,-0.0179172154635622,-0.0171525595587194,-0.0171525595587194,-0.0171525595587194,-0.0171525595587194,0.0171525595587194,0.0171525595587194,0.0179172154635622,0.0179172154635622,0.0332706761678622,0.0454903399801539,0.0582061176991404,0.0679061564811766
"ESRP1",0.0171525595587194,-0.0656230514583456,-0.0589437362449781,-0.0263141620284477,-0.0179172154635622,-0.0179172154635622,-0.0179172154635622,-0.0179172154635622,0.0179172154635622,0.0179172154635622,-0.0736858379715523,0.0263141620284477,0.0368657565841346,0.0535096636516515,0.0589437362449781,0.0656230514583456
"TGFB",0.020895524039511,0.192196549061004,-0.122668053207442,-0.0251348811125884,-0.0217929787989637,-0.0217929787989637,-0.0217929787989637,-0.0217929787989637,0.0217929787989637,0.0217929787989637,0.0251348811125884,0.0251348811125884,-0.125069951976891,0.125565043895316,0.122668053207442,-0.192196549061004
"MIR190",0.0217929787989637,0.194968216460916,-0.125836421890343,-0.0233804951476761,-0.0251348811125884,-0.0251348811125884,-0.0251348811125884,-0.0251348811125884,0.0251348811125884,0.0251348811125884,0.0233804951476761,0.0233804951476761,-0.124002171104096,0.225707291405984,0.125836421890343,-0.194968216460916
"GRHL2",0.0252694607409167,0.0635960396571262,-0.0179983216985197,-0.0269745678017929,-0.0254459053814108,-0.0254459053814108,-0.0254459053814108,-0.0254459053814108,0.0254459053814108,0.0254459053814108,0.0269745678017929,-0.0730254321982071,-0.0400688623807687,0.0215570249946467,0.0179983216985197,-0.0635960396571262
"MIR200",0.06392196050569,-0.182394190427711,0.0220934990617815,-0.0637335039375801,-0.0625689469755547,-0.0625689469755547,-0.0625689469755547,-0.0625689469755547,0.0625689469755547,0.0625689469755547,0.0637335039375801,0.0637335039375801,0.128762696421097,-0.125711815960813,-0.0220934990617815,0.182394190427711
"TWIST1",0.153095392875602,0.0440717438544313,-0.162691238928066,-0.155184705868806,-0.153756492388476,-0.153756492388476,-0.153756492388476,-0.153756492388476,0.153756492388476,0.153756492388476,0.155184705868806,0.155184705868806,-0.173409848768435,0.161184992855637,0.162691238928066,-0.0998729024486191
