"","MIR1199","HAS2","ESRP1","HA","CD24","TWIST1","MIR129","MIR34","MIR200","TGFB","ZEB1","SNAIL1","CD44s","MIR340","MIR190","GRHL2"
"MIR1199",0.15199847221474,0.15199847221474,0.15199847221474,0.151403739844307,0.151403739844307,0.0981435696723368,0.0981435696723368,0.0954897847537547,0.0954897847537547,0.0199883110686533,-0.152385722736039,-0.130008043727547,-0.151403739844307,-0.15199847221474,-0.15199847221474,-0.15199847221474
"HA",0.15199847221474,0.15199847221474,0.15199847221474,0.151403739844307,0.151403739844307,0.0981435696723368,0.0981435696723368,0.0954897847537547,0.0954897847537547,0.0199883110686533,-0.152385722736039,-0.130008043727547,-0.151403739844307,-0.15199847221474,-0.15199847221474,-0.15199847221474
"CD24",0.15199847221474,0.15199847221474,0.15199847221474,0.151403739844307,0.151403739844307,0.0981435696723368,0.0981435696723368,0.0954897847537547,0.0954897847537547,0.0199883110686533,-0.152385722736039,-0.130008043727547,-0.151403739844307,-0.15199847221474,-0.15199847221474,-0.15199847221474
"HAS2",0.151403739844307,0.151403739844307,0.151403739844307,0.253184910327767,0.153184910327767,0.0978695970695971,0.0978695970695971,0.0952790365978011,0.0952790365978011,0.0198916927111653,-0.15199847221474,-0.130102651106923,-0.153184910327767,-0.151403739844307,-0.151403739844307,-0.151403739844307
"ESRP1",0.151403739844307,0.151403739844307,0.151403739844307,0.153184910327767,0.153184910327767,0.0978695970695971,0.0978695970695971,0.0952790365978011,0.0952790365978011,0.0198916927111653,-0.15199847221474,-0.130102651106923,-0.253184910327767,-0.151403739844307,-0.151403739844307,-0.151403739844307
"SNAIL1",0.120661465149788,0.120661465149788,0.120661465149788,0.120705602269105,0.120705602269105,-0.0765082120875649,-0.0765082120875649,0.18391927723378,0.18391927723378,-0.116135050429696,-0.120802907865488,0.0461209693750067,-0.120705602269105,-0.120661465149788,-0.120661465149788,-0.120661465149788
"MIR190",0.120791292072018,0.120791292072018,0.120791292072018,0.120540665505602,0.120540665505602,-0.0761514811526848,-0.0761514811526848,0.183951147079556,0.183951147079556,-0.216705381339528,-0.120705602269105,0.145772009855202,-0.120540665505602,-0.120791292072018,-0.120791292072018,-0.120791292072018
"GRHL2",0.0178555627666576,0.0178555627666576,0.0178555627666576,0.0169638430214346,-0.0830361569785654,0.0789772098747591,0.0789772098747591,-0.00540947729227174,-0.00540947729227174,0.00933899609007945,-0.0179878962470281,-0.0898096145992071,-0.0169638430214346,-0.0178555627666576,-0.0178555627666576,-0.0178555627666576
"MIR129",0.01756612646934,0.01756612646934,0.01756612646934,0.0181622516556291,0.0181622516556291,-0.103473139119375,0.252135002624198,-0.100246564063664,-0.100246564063664,0.0729018028142929,-0.0178918593683628,-0.225406291432652,-0.0181622516556291,-0.01756612646934,-0.01756612646934,-0.01756612646934
"TWIST1",-0.0178918593683628,-0.0178918593683628,-0.0178918593683628,-0.01756612646934,-0.01756612646934,0.00331623535368459,-0.252318104899897,0.100092575766775,0.100092575766775,-0.0727609180580235,0.0179614487907706,0.225502352911999,0.01756612646934,0.0178918593683628,0.0178918593683628,0.0178918593683628
"ZEB1",-0.152385722736039,-0.152385722736039,-0.152385722736039,-0.15199847221474,-0.15199847221474,-0.0979877578929663,-0.0979877578929663,-0.0957639576654711,-0.0957639576654711,-0.020085872044263,0.0521921809208205,0.130008043727547,0.15199847221474,0.152385722736039,0.152385722736039,0.152385722736039
"MIR200",-0.0986155277685626,-0.0986155277685626,-0.0986155277685626,-0.0983623632116006,-0.0983623632116006,-0.119500036890245,-0.119500036890245,0.0286293303634184,0.0286293303634184,-0.214547156738894,0.0988791018328747,0.188588278037528,0.0983623632116006,0.0986155277685626,0.0986155277685626,0.0986155277685626
"TGFB",-0.120705602269105,-0.120705602269105,-0.120705602269105,-0.120791292072018,-0.120791292072018,0.0763714547558524,0.0763714547558524,-0.183820222753816,-0.183820222753816,0.116183807133743,0.120661465149788,-0.146096986642574,0.120791292072018,0.120705602269105,0.120705602269105,0.120705602269105
"MIR34",-0.120705602269105,-0.120705602269105,-0.120705602269105,-0.120791292072018,-0.120791292072018,0.0763714547558524,0.0763714547558524,-0.183820222753816,-0.183820222753816,0.116183807133743,0.120661465149788,-0.146096986642574,0.120791292072018,0.120705602269105,0.120705602269105,0.120705602269105
"MIR340",-0.15199847221474,-0.15199847221474,-0.15199847221474,-0.151403739844307,-0.151403739844307,-0.0981435696723368,-0.0981435696723368,-0.0954897847537547,-0.0954897847537547,-0.0199883110686533,0.152385722736039,0.130008043727547,0.151403739844307,0.15199847221474,0.15199847221474,0.15199847221474
"CD44s",-0.15199847221474,-0.15199847221474,-0.15199847221474,-0.151403739844307,-0.151403739844307,-0.0981435696723368,-0.0981435696723368,-0.0954897847537547,-0.0954897847537547,-0.0199883110686533,0.152385722736039,0.130008043727547,0.151403739844307,0.15199847221474,0.15199847221474,0.15199847221474
