"","TWIST1","SNAIL1","MIR340","MIR190","MIR1199","HAS2","ESRP1","HA","CD44s","CD24","MIR34","ZEB1","TGFB","MIR200","GRHL2","MIR129"
"MIR190",0.220680360928516,0.152304408744099,0.197107822420438,0.197107822420438,0.197107822420438,0.197107822420438,0.197107822420438,0.194100303623445,0.194100303623445,0.194100303623445,-0.029418557358608,-0.197279202026265,-0.219346855662716,0.029418557358608,-0.197107822420438,-0.220680360928516
"MIR34",0.219052556265076,0.15351146538291,0.197279202026265,0.197279202026265,0.197279202026265,0.197279202026265,0.197279202026265,0.197107822420438,0.197107822420438,0.197107822420438,-0.028921044920797,-0.196234623535754,-0.118161459740478,0.028921044920797,-0.197279202026265,-0.219052556265076
"SNAIL1",0.219280485151263,0.0541749876468804,0.196234623535754,0.196234623535754,0.196234623535754,0.196234623535754,0.196234623535754,0.197279202026265,0.197279202026265,0.197279202026265,-0.0300286541058488,-0.195870913695382,-0.117917676220244,0.0300286541058488,-0.196234623535754,-0.219280485151263
"GRHL2",0.167896287879113,0.132936870628293,0.183528381101896,0.183528381101896,0.183528381101896,0.183528381101896,0.183528381101896,0.184929654987247,0.184929654987247,0.0849296549872466,0.158384083366324,-0.183925381543008,-0.0168916798788575,-0.158384083366324,-0.183528381101896,-0.167896287879113
"MIR200",0.231044965560749,0.178927239053721,0.141309944904048,0.141309944904048,0.141309944904048,0.141309944904048,0.141309944904048,0.140246653764807,0.140246653764807,0.140246653764807,0.00559679172068049,-0.141749235011235,-0.212463481633248,-0.00559679172068049,-0.141309944904048,-0.231044965560749
"MIR340",0.146607879898774,0.107875459100175,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.064676835342048,0.064676835342048,0.064676835342048,0.0558358075271236,-0.0650475085748394,-0.0145720448427918,-0.0558358075271236,-0.0644219500404337,-0.146607879898774
"MIR1199",0.146607879898774,0.107875459100175,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.0644219500404337,0.064676835342048,0.064676835342048,0.064676835342048,0.0558358075271236,-0.0650475085748394,-0.0145720448427918,-0.0558358075271236,-0.0644219500404337,-0.146607879898774
"MIR129",0.00160822078210486,0.173321173666118,0.0455468017488971,0.0455468017488971,0.0455468017488971,0.0455468017488971,0.0455468017488971,0.042864238410596,0.042864238410596,0.042864238410596,-0.0632518643743665,-0.0456219708794408,-0.0605675761523017,0.0632518643743665,-0.0455468017488971,-0.0457887249130304
"ZEB1",-0.146389743407656,-0.107191642753708,-0.0650475085748394,-0.0650475085748394,-0.0650475085748394,-0.0650475085748394,-0.0650475085748394,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0566217698740437,-0.0343311203341959,0.0149297684200276,0.0566217698740437,0.0650475085748394,0.146389743407656
"TWIST1",-0.100457593167042,-0.173993604021545,-0.0456219708794408,-0.0456219708794408,-0.0456219708794408,-0.0456219708794408,-0.0456219708794408,-0.0455468017488971,-0.0455468017488971,-0.0455468017488971,0.0627898994836982,0.0451348449225862,0.0598631523709548,-0.0627898994836982,0.0456219708794408,0.044663953790875
"HAS2",-0.145238016885076,-0.108916140273306,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.064676835342048,0.0304885590599876,-0.0695114409400124,-0.0695114409400124,-0.0565734260729613,0.0644219500404337,0.0137024796254005,0.0565734260729613,0.064676835342048,0.145238016885076
"ESRP1",-0.145238016885076,-0.108916140273306,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.0695114409400124,0.0304885590599876,-0.0695114409400124,-0.0565734260729613,0.0644219500404337,0.0137024796254005,0.0565734260729613,0.064676835342048,0.145238016885076
"HA",-0.146607879898774,-0.107875459100175,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.0558358075271236,0.0650475085748394,0.0145720448427918,0.0558358075271236,0.0644219500404337,0.146607879898774
"CD44s",-0.146607879898774,-0.107875459100175,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.0558358075271236,0.0650475085748394,0.0145720448427918,0.0558358075271236,0.0644219500404337,0.146607879898774
"CD24",-0.146607879898774,-0.107875459100175,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.0644219500404337,-0.064676835342048,-0.064676835342048,-0.064676835342048,-0.0558358075271236,0.0650475085748394,0.0145720448427918,0.0558358075271236,0.0644219500404337,0.146607879898774
"TGFB",-0.219052556265076,-0.15351146538291,-0.197279202026265,-0.197279202026265,-0.197279202026265,-0.197279202026265,-0.197279202026265,-0.197107822420438,-0.197107822420438,-0.197107822420438,0.028921044920797,0.196234623535754,0.118161459740478,-0.028921044920797,0.197279202026265,0.219052556265076
