"","MIR200","HAS2","GRHL2","ESRP1","TWIST1","MIR129","CD24","ZEB1","TGFB","HA","CD44s","MIR340","MIR190","MIR1199","SNAIL1","MIR34"
"GRHL2",0.198812984964428,0.175513797384375,0.175513797384375,0.175513797384375,0.0763946644768134,0.0763946644768134,0.275768574454438,-0.175602019704622,-0.00843180601858343,-0.175768574454438,-0.175768574454438,-0.175513797384375,-0.175513797384375,-0.175513797384375,-0.0852032660177611,-0.168159908795629
"MIR200",0.01613648770056,0.0797096111135383,0.0797096111135383,0.0797096111135383,-0.031954603689214,-0.031954603689214,0.0801653073160699,-0.0798677555521255,-0.0138114768098525,-0.0801653073160699,-0.0801653073160699,-0.0797096111135383,-0.0797096111135383,-0.0797096111135383,0.0145573138551297,-0.168969180247797
"MIR340",0.0808309498720458,0.0581177489706928,0.0581177489706928,0.0581177489706928,0.0580356866877415,0.0580356866877415,0.0583726342723071,-0.0583262684821614,-0.00127598890805523,-0.0583726342723071,-0.0583726342723071,-0.0581177489706928,-0.0581177489706928,-0.0581177489706928,-0.0600113832238058,-0.0726750977754858
"MIR1199",0.0808309498720458,0.0581177489706928,0.0581177489706928,0.0581177489706928,0.0580356866877415,0.0580356866877415,0.0583726342723071,-0.0583262684821614,-0.00127598890805523,-0.0583726342723071,-0.0583726342723071,-0.0581177489706928,-0.0581177489706928,-0.0581177489706928,-0.0600113832238058,-0.0726750977754858
"HA",0.0808309498720458,0.0581177489706928,0.0581177489706928,0.0581177489706928,0.0580356866877415,0.0580356866877415,0.0583726342723071,-0.0583262684821614,-0.00127598890805523,-0.0583726342723071,-0.0583726342723071,-0.0581177489706928,-0.0581177489706928,-0.0581177489706928,-0.0600113832238058,-0.0726750977754858
"CD44s",0.0808309498720458,0.0581177489706928,0.0581177489706928,0.0581177489706928,0.0580356866877415,0.0580356866877415,0.0583726342723071,-0.0583262684821614,-0.00127598890805523,-0.0583726342723071,-0.0583726342723071,-0.0581177489706928,-0.0581177489706928,-0.0581177489706928,-0.0600113832238058,-0.0726750977754858
"CD24",0.0808309498720458,0.0581177489706928,0.0581177489706928,0.0581177489706928,0.0580356866877415,0.0580356866877415,0.0583726342723071,-0.0583262684821614,-0.00127598890805523,-0.0583726342723071,-0.0583726342723071,-0.0581177489706928,-0.0581177489706928,-0.0581177489706928,-0.0600113832238058,-0.0726750977754858
"MIR34",-0.0162182508648999,0.0560441964914711,0.0560441964914711,0.0560441964914711,-0.0249311551165299,-0.0249311551165299,0.0559585066885576,-0.0561766078494231,0.062288174021236,-0.0559585066885576,-0.0559585066885576,-0.0560441964914711,-0.0560441964914711,-0.0560441964914711,-0.00979830445224824,-0.0716163166591813
"SNAIL1",-0.0160831765740399,0.0561766078494231,0.0561766078494231,0.0561766078494231,-0.0248855693392924,-0.0248855693392924,0.0560441964914711,-0.0561361956449374,0.0623694351946473,-0.0560441964914711,-0.0560441964914711,-0.0561766078494231,-0.0561766078494231,-0.0561766078494231,-0.109806298696392,-0.0716433315173532
"MIR190",-0.016139696269456,0.0559585066885576,0.0559585066885576,0.0559585066885576,-0.0250631392784305,-0.0250631392784305,0.0567103863878057,-0.0560441964914711,-0.0378540734894326,-0.0567103863878057,-0.0567103863878057,-0.0559585066885576,-0.0559585066885576,-0.0559585066885576,-0.00965902868623152,-0.0714330226031456
"ZEB1",-0.0809954536190755,-0.0583262684821614,-0.0583262684821614,-0.0583262684821614,-0.0582538231788602,-0.0582538231788602,-0.0581177489706928,-0.0416839179291659,0.00111338728203897,0.0581177489706928,0.0581177489706928,0.0583262684821614,0.0583262684821614,0.0583262684821614,0.060076508590136,0.0727664887460579
"MIR129",0.0200155344413592,0.0190260122120126,0.0190260122120126,0.0190260122120126,-0.188467918934275,0.204659545530669,0.0185789183222958,-0.0188506175740773,-0.0047701548576648,-0.0185789183222958,-0.0185789183222958,-0.0190260122120126,-0.0190260122120126,-0.0190260122120126,-0.0204189512857948,-0.00416261449338024
"TWIST1",-0.0198615461444698,-0.0188506175740773,-0.0188506175740773,-0.0188506175740773,0.0887294252104253,-0.204424128319056,-0.0190260122120126,0.0188854122852812,0.00491103961393417,0.0190260122120126,0.0190260122120126,0.0188506175740773,0.0188506175740773,0.0188506175740773,0.0204326743542729,0.00410101917462447
"TGFB",0.0162182508648999,-0.0560441964914711,-0.0560441964914711,-0.0560441964914711,0.0249311551165299,0.0249311551165299,-0.0559585066885576,0.0561766078494231,-0.062288174021236,0.0559585066885576,0.0559585066885576,0.0560441964914711,0.0560441964914711,0.0560441964914711,0.00979830445224824,0.0716163166591813
"HAS2",-0.081252446183953,-0.0583726342723071,-0.0583726342723071,-0.0583726342723071,-0.0584923076923077,-0.0584923076923077,-0.0586270871985158,0.0581177489706928,0.0011793705505673,-0.0413729128014842,0.0586270871985158,0.0583726342723071,0.0583726342723071,0.0583726342723071,0.0599167758444302,0.0725697236975089
"ESRP1",-0.081252446183953,-0.0583726342723071,-0.0583726342723071,-0.0583726342723071,-0.0584923076923077,-0.0584923076923077,-0.0586270871985158,0.0581177489706928,0.0011793705505673,0.0586270871985158,-0.0413729128014842,0.0583726342723071,0.0583726342723071,0.0583726342723071,0.0599167758444302,0.0725697236975089
