"","HA","CD44s","MIR190","HAS2","GRHL2","ESRP1","TGFB","SNAIL1","TWIST1","MIR129","ZEB1","MIR34","MIR200","MIR340","MIR1199","CD24"
"GRHL2",0.247126907414866,0.247126907414866,0.250311620790662,0.250311620790662,0.250311620790662,0.250311620790662,0.238385541783917,0.0525349273947138,-0.0636875585006845,-0.0636875585006845,-0.248106062784486,-0.240833590621447,-0.240833590621447,-0.250311620790662,-0.250311620790662,-0.347126907414866
"HAS2",0.264935064935065,0.164935064935065,0.158064835927431,0.158064835927431,0.158064835927431,0.158064835927431,0.140414915262785,0.0468025368808279,-0.0265914007561066,-0.0265914007561066,-0.164606892002198,-0.114074995898177,-0.114074995898177,-0.158064835927431,-0.158064835927431,-0.164935064935065
"ESRP1",0.164935064935065,0.264935064935065,0.158064835927431,0.158064835927431,0.158064835927431,0.158064835927431,0.140414915262785,0.0468025368808279,-0.0265914007561066,-0.0265914007561066,-0.164606892002198,-0.114074995898177,-0.114074995898177,-0.158064835927431,-0.158064835927431,-0.164935064935065
"MIR1199",0.158064835927431,0.158064835927431,0.164606892002198,0.164606892002198,0.164606892002198,0.164606892002198,0.127951147146843,0.0238129436925593,-0.0553585240437779,-0.0553585240437779,-0.159334327212207,-0.128300496425048,-0.128300496425048,-0.164606892002198,-0.164606892002198,-0.158064835927431
"HA",0.158064835927431,0.158064835927431,0.164606892002198,0.164606892002198,0.164606892002198,0.164606892002198,0.127951147146843,0.0238129436925593,-0.0553585240437779,-0.0553585240437779,-0.159334327212207,-0.128300496425048,-0.128300496425048,-0.164606892002198,-0.164606892002198,-0.158064835927431
"CD44s",0.158064835927431,0.158064835927431,0.164606892002198,0.164606892002198,0.164606892002198,0.164606892002198,0.127951147146843,0.0238129436925593,-0.0553585240437779,-0.0553585240437779,-0.159334327212207,-0.128300496425048,-0.128300496425048,-0.164606892002198,-0.164606892002198,-0.158064835927431
"MIR200",0.124149863300626,0.124149863300626,0.121061255705689,0.121061255705689,0.121061255705689,0.121061255705689,0.114092212973392,0.0947808953885671,-0.0653659922767099,-0.0653659922767099,-0.123784854370247,-0.203303520393851,-0.203303520393851,-0.121061255705689,-0.121061255705689,-0.124149863300626
"TGFB",0.106610979385025,0.106610979385025,0.0923864721013921,0.0923864721013921,0.0923864721013921,0.0923864721013921,-0.0041464598805431,-0.0267570358972203,0.0762502785631201,0.0762502785631201,-0.104906701614413,0.0383928364851193,0.0383928364851193,-0.0923864721013921,-0.0923864721013921,-0.106610979385025
"MIR34",0.106610979385025,0.106610979385025,0.0923864721013921,0.0923864721013921,0.0923864721013921,0.0923864721013921,-0.0041464598805431,-0.0267570358972203,0.0762502785631201,0.0762502785631201,-0.104906701614413,0.0383928364851193,0.0383928364851193,-0.0923864721013921,-0.0923864721013921,-0.106610979385025
"MIR190",0.0893177463023185,0.0893177463023185,0.106610979385025,0.106610979385025,0.106610979385025,0.106610979385025,0.0678307805177499,-0.0731822912361246,0.0182212420475019,0.0182212420475019,-0.0923864721013921,0.00888249346338586,0.00888249346338586,-0.106610979385025,-0.106610979385025,-0.0893177463023185
"MIR129",0.0219701986754967,0.0219701986754967,0.00736513161141323,0.00736513161141323,0.00736513161141323,0.00736513161141323,0.0292056789670155,0.0673335563497918,-0.120993969388373,0.0794480890825855,-0.0197179253974318,-0.00559911292960484,-0.00559911292960484,-0.00736513161141323,-0.00736513161141323,-0.0219701986754967
"TWIST1",-0.00736513161141323,-0.00736513161141323,-0.0197179253974318,-0.0197179253974318,-0.0197179253974318,-0.0197179253974318,-0.00511438564495293,-0.0268642274078404,0.0717261869615949,-0.0287287587137652,0.00907074376903929,0.0312227655320071,0.0312227655320071,0.0197179253974318,0.0197179253974318,0.00736513161141323
"ZEB1",-0.164606892002198,-0.164606892002198,-0.159334327212207,-0.159334327212207,-0.159334327212207,-0.159334327212207,-0.139235699992372,-0.0433505535916149,0.0303974769886205,0.0303974769886205,0.0647025659816882,0.116182053727186,0.116182053727186,0.159334327212207,0.159334327212207,0.164606892002198
"SNAIL1",-0.0923864721013921,-0.0923864721013921,-0.104906701614413,-0.104906701614413,-0.104906701614413,-0.104906701614413,0.0278584702819733,-0.0329759563483629,-0.0258172136793638,-0.0258172136793638,0.0942479826812947,-0.0127197162690004,-0.0127197162690004,0.104906701614413,0.104906701614413,0.0923864721013921
"MIR340",-0.158064835927431,-0.158064835927431,-0.164606892002198,-0.164606892002198,-0.164606892002198,-0.164606892002198,-0.127951147146843,-0.0238129436925593,0.0553585240437779,0.0553585240437779,0.159334327212207,0.128300496425048,0.128300496425048,0.164606892002198,0.164606892002198,0.158064835927431
"CD24",-0.158064835927431,-0.158064835927431,-0.164606892002198,-0.164606892002198,-0.164606892002198,-0.164606892002198,-0.127951147146843,-0.0238129436925593,0.0553585240437779,0.0553585240437779,0.159334327212207,0.128300496425048,0.128300496425048,0.164606892002198,0.164606892002198,0.158064835927431
