"","MIR34","SNAIL1","TGFB","MIR340","MIR190","MIR1199","GRHL2","ESRP1","MIR200","HA","ZEB1","CD44s","CD24","HAS2","TWIST1","MIR129"
"MIR200",-0.0726557903825281,-0.301291057870426,0.34907937160163,0.102997731059886,0.102997731059886,0.102997731059886,0.102997731059886,0.102997731059886,0.282332498824777,0.102238237389,-0.103964169295697,-0.102238237389,-0.102238237389,-0.102997731059886,0.330794754952023,0.330794754952023
"MIR340",0.120980654423569,0.102019032977706,0.0931506809326723,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0897829753976882,0.0891730043856543,-0.0895260626676044,-0.0891730043856543,-0.0891730043856543,-0.0892579661528591,-0.132746954576447,-0.132746954576447
"MIR1199",0.120980654423569,0.102019032977706,0.0931506809326723,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0897829753976882,0.0891730043856543,-0.0895260626676044,-0.0891730043856543,-0.0891730043856543,-0.0892579661528591,-0.132746954576447,-0.132746954576447
"CD44s",0.120980654423569,0.102019032977706,0.0931506809326723,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0897829753976882,0.0891730043856543,-0.0895260626676044,-0.0891730043856543,-0.0891730043856543,-0.0892579661528591,-0.132746954576447,-0.132746954576447
"CD24",0.120980654423569,0.102019032977706,0.0931506809326723,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0892579661528591,0.0897829753976882,0.0891730043856543,-0.0895260626676044,-0.0891730043856543,-0.0891730043856543,-0.0892579661528591,-0.132746954576447,-0.132746954576447
"HAS2",0.119821539565824,0.100599922287073,0.0940202461500636,0.0891730043856543,0.0891730043856543,0.0891730043856543,0.0891730043856543,0.0891730043856543,0.0908367161774564,-0.00955473098330241,-0.0892579661528591,-0.0904452690166976,-0.0904452690166976,-0.0891730043856543,-0.130281201151789,-0.130281201151789
"MIR34",0.374768664028955,0.678793770000122,-0.209239029108674,0.061317877482175,0.061317877482175,0.061317877482175,0.061317877482175,0.061317877482175,-0.315944366180798,0.0632887429491844,-0.0599790515295488,-0.0632887429491844,-0.0632887429491844,-0.061317877482175,-0.687062015220046,-0.687062015220046
"SNAIL1",0.384394958490909,0.600226338550766,-0.218486550642884,0.0599790515295488,0.0599790515295488,0.0599790515295488,0.0599790515295488,0.0599790515295488,-0.327209562038519,0.061317877482175,-0.0589081281106763,-0.061317877482175,-0.061317877482175,-0.0599790515295488,-0.717528509673776,-0.717528509673776
"TWIST1",-0.20613907355742,-0.538174640511763,0.167469204669498,0.032678536581042,0.032678536581042,0.032678536581042,0.032678536581042,0.032678536581042,0.250995412558474,0.0308995338248405,-0.0335310070055375,-0.0308995338248405,-0.0308995338248405,-0.032678536581042,0.55857055007337,0.65539699393417
"MIR129",-0.19884002828486,-0.518921175436973,0.159889604782206,0.0308995338248405,0.0308995338248405,0.0308995338248405,0.0308995338248405,0.0308995338248405,0.241509733470085,0.0310485651214128,-0.032678536581042,-0.0310485651214128,-0.0310485651214128,-0.0308995338248405,0.632629127479228,0.629474943188682
"ZEB1",-0.121693503994032,-0.103451791036971,-0.0925327947538105,-0.0895260626676044,-0.0895260626676044,-0.0895260626676044,-0.0895260626676044,-0.0895260626676044,-0.0893991333212854,-0.0892579661528591,-0.0104841237437229,0.0892579661528591,0.0892579661528591,0.0895260626676044,0.134523208861271,0.134523208861271
"TGFB",-0.374768664028955,-0.678793770000122,0.209239029108674,-0.061317877482175,-0.061317877482175,-0.061317877482175,-0.061317877482175,-0.061317877482175,0.315944366180798,-0.0632887429491844,0.0599790515295488,0.0632887429491844,0.0632887429491844,0.061317877482175,0.687062015220046,0.687062015220046
"MIR190",-0.363482987150191,-0.651867121903558,0.297622149070741,-0.0632887429491844,-0.0632887429491844,-0.0632887429491844,-0.0632887429491844,-0.0632887429491844,0.302249681708423,-0.0650431289140967,0.061317877482175,0.0650431289140967,0.0650431289140967,0.0632887429491844,0.649886476284718,0.649886476284718
"ESRP1",-0.119821539565824,-0.100599922287073,-0.0940202461500636,-0.0891730043856543,-0.0891730043856543,-0.0891730043856543,-0.0891730043856543,-0.0891730043856543,-0.0908367161774564,-0.0904452690166976,0.0892579661528591,-0.00955473098330241,0.0904452690166976,0.0891730043856543,0.130281201151789,0.130281201151789
"HA",-0.120980654423569,-0.102019032977706,-0.0931506809326723,-0.0892579661528591,-0.0892579661528591,-0.0892579661528591,-0.0892579661528591,-0.0892579661528591,-0.0897829753976882,-0.0891730043856543,0.0895260626676044,0.0891730043856543,0.0891730043856543,0.0892579661528591,0.132746954576447,0.132746954576447
"GRHL2",-0.257488156020605,-0.125906121622803,-0.21601082724596,-0.233276882660549,-0.233276882660549,-0.233276882660549,-0.233276882660549,-0.233276882660549,-0.201086131244795,-0.233531659730613,0.233497438461166,0.233531659730613,0.133531659730613,0.233276882660549,0.152144857605615,0.152144857605615
