"","ZEB1","TWIST1","MIR129","HA","CD44s","CD24","HAS2","GRHL2","ESRP1","TGFB","MIR340","MIR190","MIR1199","MIR34","MIR200","SNAIL1"
"TWIST1",-0.140753671830556,0.0144919460190939,0.0408974423539807,-0.13867441103029,-0.13867441103029,-0.13867441103029,0.138248452623875,0.138248452623875,0.138248452623875,0.000648268634316,-0.138248452623875,-0.138248452623875,-0.138248452623875,-0.0653389003732448,-0.0653389003732448,0.00235527846254049
"MIR129",-0.138248452623875,0.115171862337086,0.0416036939888225,-0.14523178807947,-0.14523178807947,-0.14523178807947,0.13867441103029,0.13867441103029,0.13867441103029,0.000789153390585371,-0.13867441103029,-0.13867441103029,-0.13867441103029,-0.0649385308013322,-0.0649385308013322,0.00162795583320057
"ZEB1",-0.0958933966598542,-0.0790583142087292,-0.0790583142087292,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.00197764337274229,-0.00197764337274229,-0.00197764337274229,-0.000807953191821517,0.00197764337274229,0.00197764337274229,0.00197764337274229,0.0370899946795973,0.0370899946795973,0.0464122610447715
"MIR200",-0.05577978818779,0.118874966842959,0.118874966842959,-0.0507527256929336,-0.0507527256929336,-0.0507527256929336,0.0524236117688829,0.0524236117688829,0.0524236117688829,-0.191179758584553,-0.0524236117688829,-0.0524236117688829,-0.0524236117688829,0.0190151441908521,0.0190151441908521,-0.0679993469991021
"SNAIL1",-0.00714662283273048,-0.0933544473595577,-0.0933544473595577,-0.00414674498496546,-0.00414674498496546,-0.00414674498496546,0.00669198553226574,0.00669198553226574,0.00669198553226574,0.0630783412413808,-0.00669198553226574,-0.00669198553226574,-0.00669198553226574,-0.0496837939401296,-0.0496837939401296,-0.10732170596255
"TGFB",-0.00669198553226574,-0.0927618322554702,-0.0927618322554702,-0.00363260616748474,-0.00363260616748474,-0.00363260616748474,0.00414674498496546,0.00414674498496546,0.00414674498496546,0.062672035374324,-0.00414674498496546,-0.00414674498496546,-0.00414674498496546,-0.047945838064398,-0.047945838064398,-0.00672213765173411
"MIR34",-0.00669198553226574,-0.0927618322554702,-0.0927618322554702,-0.00363260616748474,-0.00363260616748474,-0.00363260616748474,0.00414674498496546,0.00414674498496546,0.00414674498496546,0.062672035374324,-0.00414674498496546,-0.00414674498496546,-0.00414674498496546,-0.047945838064398,-0.047945838064398,-0.00672213765173411
"MIR190",-0.00414674498496546,-0.0919259325634332,-0.0919259325634332,-0.00939701719505366,-0.00939701719505366,-0.00939701719505366,0.00363260616748474,0.00363260616748474,0.00363260616748474,0.162624619537435,-0.00363260616748474,-0.00363260616748474,-0.00363260616748474,-0.046976998053924,-0.046976998053924,-0.00718639020512315
"HAS2",-0.00406942245984634,-0.0825697283109048,-0.0825697283109048,-0.0864254792826221,0.0135745207173779,0.0135745207173779,0.00296491948618448,0.00296491948618448,0.00296491948618448,-8.96781829844717e-05,-0.00296491948618448,-0.00296491948618448,-0.00296491948618448,0.0317365831962304,0.0317365831962304,0.0469398566094691
"ESRP1",-0.00406942245984634,-0.0825697283109048,-0.0825697283109048,0.0135745207173779,-0.0864254792826221,0.0135745207173779,0.00296491948618448,0.00296491948618448,0.00296491948618448,-8.96781829844717e-05,-0.00296491948618448,-0.00296491948618448,-0.00296491948618448,0.0317365831962304,0.0317365831962304,0.0469398566094691
"MIR340",-0.00197764337274229,0.0808345684935532,0.0808345684935532,0.00296491948618448,0.00296491948618448,0.00296491948618448,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.000200176889479296,0.00406942245984634,0.00406942245984634,0.00406942245984634,-0.0326849498980218,-0.0326849498980218,-0.0451423164013329
"MIR1199",-0.00197764337274229,0.0808345684935532,0.0808345684935532,0.00296491948618448,0.00296491948618448,0.00296491948618448,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.000200176889479296,0.00406942245984634,0.00406942245984634,0.00406942245984634,-0.0326849498980218,-0.0326849498980218,-0.0451423164013329
"HA",-0.00197764337274229,0.0808345684935532,0.0808345684935532,0.00296491948618448,0.00296491948618448,0.00296491948618448,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.000200176889479296,0.00406942245984634,0.00406942245984634,0.00406942245984634,-0.0326849498980218,-0.0326849498980218,-0.0451423164013329
"CD44s",-0.00197764337274229,0.0808345684935532,0.0808345684935532,0.00296491948618448,0.00296491948618448,0.00296491948618448,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.000200176889479296,0.00406942245984634,0.00406942245984634,0.00406942245984634,-0.0326849498980218,-0.0326849498980218,-0.0451423164013329
"CD24",-0.00197764337274229,0.0808345684935532,0.0808345684935532,0.00296491948618448,0.00296491948618448,0.00296491948618448,-0.00406942245984634,-0.00406942245984634,-0.00406942245984634,-0.000200176889479296,0.00406942245984634,0.00406942245984634,0.00406942245984634,-0.0326849498980218,-0.0326849498980218,-0.0451423164013329
"GRHL2",0.0325371145556514,0.0692488726453379,0.0692488726453379,0.0406132217598186,0.0406132217598186,-0.0593867782401814,-0.0373011198489906,-0.0373011198489906,-0.0373011198489906,-0.00172397630046596,0.0373011198489906,0.0373011198489906,0.0373011198489906,0.0336804114326473,0.0336804114326473,-0.0466265137777394
