"","MIR34","MIR200","CD24","MIR1199","HAS2","GRHL2","ESRP1","TWIST1","SNAIL1","ZEB1","TGFB","MIR129","MIR340","MIR190","HA","CD44s"
"HAS2",0.109633953073027,0.109633953073027,0.102257266542981,0.101493907764355,0.101493907764355,0.101493907764355,0.101493907764355,0.0941729329494035,0.0769068014049278,-0.101748793065969,-0.00392204144739642,-0.0579532702591526,-0.101493907764355,-0.101493907764355,-0.202257266542981,-0.102257266542981
"MIR340",0.110160823462911,0.110160823462911,0.101493907764355,0.101748793065969,0.101748793065969,0.101748793065969,0.101748793065969,0.0940816087484903,0.0764337645080499,-0.101540273554501,-0.0034389496599568,-0.0587751880673718,-0.101748793065969,-0.101748793065969,-0.101493907764355,-0.101493907764355
"MIR1199",0.110160823462911,0.110160823462911,0.101493907764355,0.101748793065969,0.101748793065969,0.101748793065969,0.101748793065969,0.0940816087484903,0.0764337645080499,-0.101540273554501,-0.0034389496599568,-0.0587751880673718,-0.101748793065969,-0.101748793065969,-0.101493907764355,-0.101493907764355
"CD44s",0.110160823462911,0.110160823462911,0.101493907764355,0.101748793065969,0.101748793065969,0.101748793065969,0.101748793065969,0.0940816087484903,0.0764337645080499,-0.101540273554501,-0.0034389496599568,-0.0587751880673718,-0.101748793065969,-0.101748793065969,-0.101493907764355,-0.101493907764355
"CD24",0.110160823462911,0.110160823462911,0.101493907764355,0.101748793065969,0.101748793065969,0.101748793065969,0.101748793065969,0.0940816087484903,0.0764337645080499,-0.101540273554501,-0.0034389496599568,-0.0587751880673718,-0.101748793065969,-0.101748793065969,-0.101493907764355,-0.101493907764355
"MIR200",0.191425209163128,0.191425209163128,0.092275131425894,0.0919207010461472,0.0919207010461472,0.0919207010461472,0.0919207010461472,0.118599135989345,0.098453027387968,-0.0921139886933094,-0.199915725047331,-0.0593411223176203,-0.0919207010461472,-0.0919207010461472,-0.092275131425894,-0.092275131425894
"TGFB",-0.0199744589335617,-0.0199744589335617,0.0807587043993628,0.0799874961731418,0.0799874961731418,0.0799874961731418,0.0799874961731418,-0.0793728949529367,-0.0194693384510748,-0.0803553055007863,0.0734463675027083,0.0201648087269141,-0.0799874961731418,-0.0799874961731418,-0.0807587043993628,-0.0807587043993628
"TWIST1",-0.00202686108679689,-0.00202686108679689,0.00307405013110148,0.00264809172468705,0.00264809172468705,0.00264809172468705,0.00264809172468705,-0.0762480635784974,-0.0108851119181825,-0.00285685999191043,0.00152011576037033,0.119128256693329,-0.00264809172468705,-0.00264809172468705,-0.00307405013110148,-0.00307405013110148
"GRHL2",-0.00866052636927245,-0.00866052636927245,0.0991086946793753,-0.00127347092572023,-0.00127347092572023,-0.00127347092572023,-0.00127347092572023,-0.076798305574019,-0.0632027649248894,0.00105291512510268,0.00338958573347777,0.0565781252031573,0.00127347092572023,0.00127347092572023,0.000891305320624692,0.000891305320624692
"ZEB1",-0.109850094162966,-0.109850094162966,-0.101748793065969,-0.101540273554501,-0.101540273554501,-0.101540273554501,-0.101540273554501,-0.0940504463926162,-0.0766942659733706,0.00169306972440992,0.00366659193637957,0.0584947268645049,0.101540273554501,0.101540273554501,0.101748793065969,0.101748793065969
"MIR129",0.00144170555861703,0.00144170555861703,-0.00247792494481236,-0.00307405013110148,-0.00307405013110148,-0.00307405013110148,-0.00307405013110148,-0.0240134426976532,0.0112830809040478,0.00264809172468705,-0.0018864161266707,-0.118422005058487,0.00307405013110148,0.00307405013110148,0.00247792494481236,0.00247792494481236
"MIR190",0.0189532491927919,0.0189532491927919,-0.0795055715672826,-0.0807587043993628,-0.0807587043993628,-0.0807587043993628,-0.0807587043993628,0.078976942467235,0.0202121425364973,0.0799874961731418,-0.174062773382272,-0.019064940711076,0.0807587043993628,0.0807587043993628,0.0795055715672826,0.0795055715672826
"SNAIL1",0.0194611766282938,0.0194611766282938,-0.0799874961731418,-0.0803553055007863,-0.0803553055007863,-0.0803553055007863,-0.0803553055007863,0.0792665281393825,-0.0801389435858586,0.0801835536317218,-0.073787664431036,-0.0195418031046683,0.0803553055007863,0.0803553055007863,0.0799874961731418,0.0799874961731418
"MIR34",0.0199744589335617,0.0199744589335617,-0.0807587043993628,-0.0799874961731418,-0.0799874961731418,-0.0799874961731418,-0.0799874961731418,0.0793728949529367,0.0194693384510748,0.0803553055007863,-0.0734463675027083,-0.0201648087269141,0.0799874961731418,0.0799874961731418,0.0807587043993628,0.0807587043993628
"HA",-0.110160823462911,-0.110160823462911,-0.101493907764355,-0.101748793065969,-0.101748793065969,-0.101748793065969,-0.101748793065969,-0.0940816087484903,-0.0764337645080499,0.101540273554501,0.0034389496599568,0.0587751880673718,0.101748793065969,0.101748793065969,0.101493907764355,0.101493907764355
"ESRP1",-0.109633953073027,-0.109633953073027,-0.102257266542981,-0.101493907764355,-0.101493907764355,-0.101493907764355,-0.101493907764355,-0.0941729329494035,-0.0769068014049278,0.101748793065969,0.00392204144739642,0.0579532702591526,0.101493907764355,0.101493907764355,0.102257266542981,0.00225726654298083
