"","SNAIL1","ZEB1","MIR34","MIR340","MIR190","HAS2","GRHL2","ESRP1","CD44s","CD24","HA","MIR1199","TGFB","MIR200","MIR129","TWIST1"
"ZEB1",-0.0786447219931439,-0.06928777608117,-0.0327835128243435,-0.0288684834685906,-0.0288684834685906,-0.0288684834685906,-0.0288684834685906,-0.0288684834685906,-0.0271705388752036,-0.0271705388752036,0.0271705388752036,0.0288684834685906,0.0293954563186547,0.0327835128243435,0.0601135858327796,0.100407013593153
"TGFB",0.0172991347915663,-0.0516282010695415,0.0647502770182984,0.0513780907267432,0.0513780907267432,0.0513780907267432,0.0513780907267432,0.0513780907267432,0.0531775765879257,0.0531775765879257,-0.0531775765879257,-0.0513780907267432,-0.0945649824017756,-0.0647502770182984,0.0083710961790724,0.0518053850844283
"MIR200",-0.00218509006031238,-0.0506101149057659,0.138819503701599,0.0503465408414538,0.0503465408414538,0.0503465408414538,0.0503465408414538,0.0503465408414538,0.0531313509680361,0.0531313509680361,-0.0531313509680361,-0.0503465408414538,-0.0459337722111262,-0.138819503701599,0.0202593931281475,0.0380707188784815
"MIR340",0.0785144712604835,-0.0288684834685906,0.0300966182895235,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0303141242617797,0.0303141242617797,-0.0303141242617797,-0.0271705388752036,-0.030988952253614,-0.0300966182895235,-0.0625130872350856,-0.10554880231238
"MIR1199",0.0785144712604835,-0.0288684834685906,0.0300966182895235,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0303141242617797,0.0303141242617797,-0.0303141242617797,-0.0271705388752036,-0.030988952253614,-0.0300966182895235,-0.0625130872350856,-0.10554880231238
"HA",0.0785144712604835,-0.0288684834685906,0.0300966182895235,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0303141242617797,0.0303141242617797,-0.0303141242617797,-0.0271705388752036,-0.030988952253614,-0.0300966182895235,-0.0625130872350856,-0.10554880231238
"CD24",0.0785144712604835,-0.0288684834685906,0.0300966182895235,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0271705388752036,0.0303141242617797,0.0303141242617797,-0.0303141242617797,-0.0271705388752036,-0.030988952253614,-0.0300966182895235,-0.0625130872350856,-0.10554880231238
"GRHL2",-0.0622384782680605,-0.0279346962854639,0.0355480153089061,0.0300079208112689,0.0300079208112689,0.0300079208112689,0.0300079208112689,0.0300079208112689,0.0294983666711415,0.129498366671142,-0.0294983666711415,-0.0300079208112689,-0.0338023701436746,-0.0355480153089061,0.0579932554105524,0.0841925145017901
"TWIST1",-0.00625336195322675,0.0105535337180436,-0.00595618226895064,-0.0110058649636943,-0.0110058649636943,-0.0110058649636943,-0.0110058649636943,-0.0110058649636943,-0.0114819361238045,-0.0114819361238045,0.0114819361238045,0.0110058649636943,0.0087019187649504,0.00595618226895064,-0.109849292259852,-0.0631369130536352
"MIR129",-0.00530647022823704,0.0110058649636943,-0.00663373077526416,-0.0114819361238045,-0.0114819361238045,-0.0114819361238045,-0.0114819361238045,-0.0114819361238045,-0.0105877483443709,-0.0105877483443709,0.0105877483443709,0.0114819361238045,0.00749030986103381,0.00663373077526416,-0.111287952997493,0.0368630869463648
"HAS2",-0.0827718033323851,0.0271705388752036,-0.0307288627573844,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,-0.0376932591218305,-0.0376932591218305,-0.0623067408781695,0.0303141242617797,0.0390082759251116,0.0307288627573844,0.0693624023035788,0.106736016924252
"ESRP1",-0.0827718033323851,0.0271705388752036,-0.0307288627573844,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,-0.0303141242617797,0.0623067408781695,-0.0376932591218305,0.0376932591218305,0.0303141242617797,0.0390082759251116,0.0307288627573844,0.0693624023035788,0.106736016924252
"CD44s",-0.0785144712604835,0.0288684834685906,-0.0300966182895235,-0.0271705388752036,-0.0271705388752036,-0.0271705388752036,-0.0271705388752036,-0.0271705388752036,-0.0303141242617797,-0.0303141242617797,0.0303141242617797,0.0271705388752036,0.030988952253614,0.0300966182895235,0.0625130872350856,0.10554880231238
"MIR190",-0.0182276398983444,0.0513780907267432,-0.0657191170287723,-0.0531775765879257,-0.0531775765879257,-0.0531775765879257,-0.0531775765879257,-0.0531775765879257,-0.0554332156856701,-0.0554332156856701,0.0554332156856701,0.0531775765879257,-0.00320647326441694,0.0657191170287723,-0.00700725983943316,-0.0514974220399936
"MIR34",-0.0172991347915663,0.0516282010695415,-0.0647502770182984,-0.0513780907267432,-0.0513780907267432,-0.0513780907267432,-0.0513780907267432,-0.0513780907267432,-0.0531775765879257,-0.0531775765879257,0.0531775765879257,0.0513780907267432,0.0945649824017756,0.0647502770182984,-0.0083710961790724,-0.0518053850844283
"SNAIL1",-0.11700334775823,0.0523556207502851,-0.0652635593235663,-0.0516282010695415,-0.0516282010695415,-0.0516282010695415,-0.0516282010695415,-0.0516282010695415,-0.0513780907267432,-0.0513780907267432,0.0513780907267432,0.0516282010695415,0.0932810558618763,0.0652635593235663,-0.00887253972868492,-0.0528842484790491
