"","TWIST1","MIR34","MIR200","MIR190","MIR1199","GRHL2","ZEB1","HA","CD44s","CD24","MIR340","HAS2","ESRP1","TGFB","MIR129","SNAIL1"
"GRHL2",0.618135804313748,0.607258543051159,0.607258543051159,0.497411909833292,0.497411909833292,0.497411909833292,-0.505969474897254,-0.481488342954312,-0.481488342954312,-0.581488342954312,-0.497411909833292,-0.497411909833292,-0.497411909833292,-0.537943785718523,-0.618135804313748,-0.65379518173173
"MIR1199",0.609073782838166,0.476833887484642,0.476833887484642,0.339549292318379,0.339549292318379,0.339549292318379,-0.344285664078879,-0.320093047628489,-0.320093047628489,-0.320093047628489,-0.339549292318379,-0.339549292318379,-0.339549292318379,-0.396396219825094,-0.609073782838166,-0.641391277285431
"HA",0.609073782838166,0.476833887484642,0.476833887484642,0.339549292318379,0.339549292318379,0.339549292318379,-0.344285664078879,-0.320093047628489,-0.320093047628489,-0.320093047628489,-0.339549292318379,-0.339549292318379,-0.339549292318379,-0.396396219825094,-0.609073782838166,-0.641391277285431
"HAS2",0.545603463203463,0.442481938064199,0.442481938064199,0.320093047628489,0.320093047628489,0.320093047628489,-0.339549292318379,-0.214749536178108,-0.314749536178108,-0.314749536178108,-0.320093047628489,-0.320093047628489,-0.320093047628489,-0.376009746395142,-0.545603463203463,-0.591060151457617
"MIR200",0.661453329086118,0.504085222948883,0.504085222948883,0.254715192266115,0.254715192266115,0.254715192266115,-0.259441953819445,-0.244537977076241,-0.244537977076241,-0.244537977076241,-0.254715192266115,-0.254715192266115,-0.254715192266115,-0.528703830221822,-0.661453329086118,-0.67795499747404
"TWIST1",0.700425715272094,0.354883923237744,0.354883923237744,0.10666030193392,0.10666030193392,0.10666030193392,-0.107686745914435,-0.0955102142366012,-0.0955102142366012,-0.0955102142366012,-0.10666030193392,-0.10666030193392,-0.10666030193392,-0.248528996020582,-0.80074718076883,-0.70364009687261
"TGFB",-0.632819908282139,-0.272976737288103,-0.272976737288103,0.0939520370141479,0.0939520370141479,0.0939520370141479,-0.0942315721031578,-0.0986649761743879,-0.0986649761743879,-0.0986649761743879,-0.0939520370141479,-0.0939520370141479,-0.0939520370141479,0.169119896396331,0.632819908282139,0.616453354302394
"SNAIL1",-0.658667043975803,-0.281666516666761,-0.281666516666761,0.0942315721031578,0.0942315721031578,0.0942315721031578,-0.0914229238913978,-0.0939520370141479,-0.0939520370141479,-0.0939520370141479,-0.0942315721031578,-0.0942315721031578,-0.0942315721031578,0.179375056480843,0.658667043975803,0.535167879844004
"MIR190",0.601275693587902,0.259334422546024,0.259334422546024,-0.0986649761743879,-0.0986649761743879,-0.0986649761743879,0.0939520370141479,0.0951562042445633,0.0951562042445633,0.0951562042445633,0.0986649761743879,0.0986649761743879,0.0986649761743879,-0.263477411806478,-0.601275693587902,-0.593612128675653
"MIR34",0.632819908282139,0.272976737288103,0.272976737288103,-0.0939520370141479,-0.0939520370141479,-0.0939520370141479,0.0942315721031578,0.0986649761743879,0.0986649761743879,0.0986649761743879,0.0939520370141479,0.0939520370141479,0.0939520370141479,-0.169119896396331,-0.632819908282139,-0.616453354302394
"MIR129",-0.756178853347408,-0.332617215507531,-0.332617215507531,-0.0955102142366012,-0.0955102142366012,-0.0955102142366012,0.10666030193392,0.0971495584988963,0.0971495584988963,0.0971495584988963,0.0955102142366012,0.0955102142366012,0.0955102142366012,0.23818805491041,0.756514902453371,0.669895071484934
"ZEB1",-0.663888366820716,-0.49918811888658,-0.49918811888658,-0.344285664078879,-0.344285664078879,-0.344285664078879,0.254380397704223,0.339549292318379,0.339549292318379,0.339549292318379,0.344285664078879,0.344285664078879,0.344285664078879,0.425046626329159,0.663888366820716,0.684080954914868
"ESRP1",-0.545603463203463,-0.442481938064199,-0.442481938064199,-0.320093047628489,-0.320093047628489,-0.320093047628489,0.339549292318379,0.314749536178108,0.414749536178108,0.314749536178108,0.320093047628489,0.320093047628489,0.320093047628489,0.376009746395142,0.545603463203463,0.591060151457617
"MIR340",-0.609073782838166,-0.476833887484642,-0.476833887484642,-0.339549292318379,-0.339549292318379,-0.339549292318379,0.344285664078879,0.320093047628489,0.320093047628489,0.320093047628489,0.339549292318379,0.339549292318379,0.339549292318379,0.396396219825094,0.609073782838166,0.641391277285431
"CD44s",-0.609073782838166,-0.476833887484642,-0.476833887484642,-0.339549292318379,-0.339549292318379,-0.339549292318379,0.344285664078879,0.320093047628489,0.320093047628489,0.320093047628489,0.339549292318379,0.339549292318379,0.339549292318379,0.396396219825094,0.609073782838166,0.641391277285431
"CD24",-0.609073782838166,-0.476833887484642,-0.476833887484642,-0.339549292318379,-0.339549292318379,-0.339549292318379,0.344285664078879,0.320093047628489,0.320093047628489,0.320093047628489,0.339549292318379,0.339549292318379,0.339549292318379,0.396396219825094,0.609073782838166,0.641391277285431
