"","MIR34","MIR1199","ESRP1","HA","CD24","TWIST1","MIR129","ZEB1","SNAIL1","TGFB","CD44s","MIR340","MIR190","HAS2","GRHL2","MIR200"
"SNAIL1",0.268988392567669,0.208711100384436,0.208711100384436,0.208755237503753,0.208755237503753,-0.206873842328436,-0.073936447737537,-0.208579760719857,0.128206602439916,0.0037542951565918,-0.208755237503753,-0.208711100384436,-0.208711100384436,-0.208711100384436,-0.208711100384436,0.0599561327175178
"MIR340",0.0738422411344099,0.0678135027221341,0.0678135027221341,0.0687480821613864,0.0687480821613864,0.0642241576849151,0.0422610218146076,-0.0679028682270492,-0.0400385494768503,-0.0683815462349725,-0.0687480821613864,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0704130818407786
"MIR1199",0.0738422411344099,0.0678135027221341,0.0678135027221341,0.0687480821613864,0.0687480821613864,0.0642241576849151,0.0422610218146076,-0.0679028682270492,-0.0400385494768503,-0.0683815462349725,-0.0687480821613864,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0704130818407786
"HA",0.0738422411344099,0.0678135027221341,0.0678135027221341,0.0687480821613864,0.0687480821613864,0.0642241576849151,0.0422610218146076,-0.0679028682270492,-0.0400385494768503,-0.0683815462349725,-0.0687480821613864,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0704130818407786
"CD44s",0.0738422411344099,0.0678135027221341,0.0678135027221341,0.0687480821613864,0.0687480821613864,0.0642241576849151,0.0422610218146076,-0.0679028682270492,-0.0400385494768503,-0.0683815462349725,-0.0687480821613864,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0704130818407786
"CD24",0.0738422411344099,0.0678135027221341,0.0678135027221341,0.0687480821613864,0.0687480821613864,0.0642241576849151,0.0422610218146076,-0.0679028682270492,-0.0400385494768503,-0.0683815462349725,-0.0687480821613864,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0678135027221341,-0.0704130818407786
"ZEB1",-0.073933632104982,-0.0679028682270492,-0.0679028682270492,-0.0678135027221341,-0.0678135027221341,-0.0640683459055446,-0.0424791583057264,-0.0318017258444594,0.0397780480115296,0.0676986194057042,0.0678135027221341,0.0679028682270492,0.0679028682270492,0.0679028682270492,0.0679028682270492,0.070431360034893
"MIR200",-0.0827372110771067,0.00716318843020033,0.00716318843020033,0.00822647956944084,0.00822647956944084,0.187306687042053,0.0938784978858068,-0.00704018720018803,-0.18397937875037,-0.0415671798071276,-0.00822647956944084,-0.00716318843020033,-0.00716318843020033,-0.00716318843020033,-0.00716318843020033,-0.163169705832195
"GRHL2",-0.0193913218824946,-0.0163123166287538,-0.0163123166287538,-0.0158027624886264,-0.115802762488626,0.0607426473357401,0.0473529836390089,0.0160035385078892,-0.0445409095926031,0.0165411025965718,0.0158027624886264,0.0163123166287538,0.0163123166287538,0.0163123166287538,0.0163123166287538,0.0152082945998752
"HAS2",-0.0744744856022709,-0.0687480821613864,-0.0687480821613864,-0.169511440940012,-0.0695114409400124,-0.0650460754931343,-0.0425349944173474,0.0678135027221341,0.0401331568562259,0.0690578747373879,0.0695114409400124,0.0687480821613864,0.0687480821613864,0.0687480821613864,0.0687480821613864,0.0709399522306627
"ESRP1",-0.0744744856022709,-0.0687480821613864,-0.0687480821613864,-0.0695114409400124,-0.0695114409400124,-0.0650460754931343,-0.0425349944173474,0.0678135027221341,0.0401331568562259,0.0690578747373879,-0.0304885590599876,0.0687480821613864,0.0687480821613864,0.0687480821613864,0.0687480821613864,0.0709399522306627
"TWIST1",-0.197779714935028,-0.206133119631735,-0.206133119631735,-0.206258401515974,-0.206258401515974,0.0902826367791008,-0.00253314871277906,0.206046132853725,-0.185379916619847,0.0745970388372934,0.206258401515974,0.206133119631735,0.206133119631735,0.206133119631735,0.206133119631735,0.00904730800220366
"MIR129",-0.197933703231918,-0.206258401515974,-0.206258401515974,-0.205513245033113,-0.205513245033113,0.190178034268641,-0.00229773150116515,0.206133119631735,-0.185530870373107,0.074230738470993,0.205513245033113,0.206258401515974,0.206258401515974,0.206258401515974,0.206258401515974,0.00904730800220366
"TGFB",-0.269069437142185,-0.208755237503753,-0.208755237503753,-0.208326788489186,-0.208326788489186,0.207192942769099,0.0739212524784578,0.208711100384436,-0.228246573660637,-0.00412809655428398,0.208326788489186,0.208755237503753,0.208755237503753,0.208755237503753,0.208755237503753,-0.0599831475756898
"MIR34",-0.269069437142185,-0.208755237503753,-0.208755237503753,-0.208326788489186,-0.208326788489186,0.207192942769099,0.0739212524784578,0.208711100384436,-0.228246573660637,-0.00412809655428398,0.208326788489186,0.208755237503753,0.208755237503753,0.208755237503753,0.208755237503753,-0.0599831475756898
"MIR190",-0.268886143086149,-0.208326788489186,-0.208326788489186,-0.207073655657106,-0.207073655657106,0.207500905813533,0.0745811732879607,0.208755237503753,-0.228385849426654,0.0951606658923732,0.207073655657106,0.208326788489186,0.208326788489186,0.208326788489186,0.208326788489186,-0.0603235508226131
