"","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","CD24","SNAIL1","MIR34","MIR200","TWIST1","TGFB","MIR129","ZEB1","HA","CD44s"
"TWIST1",0.34071961823137,0.34071961823137,0.34071961823137,0.34071961823137,0.34071961823137,0.34071961823137,0.33653520329777,0.360389183649372,0.0218196809226954,0.0218196809226954,0.187428286079611,0.104765181238469,-0.0392334568176342,-0.343277029504857,-0.33653520329777,-0.33653520329777
"MIR129",0.33653520329777,0.33653520329777,0.33653520329777,0.33653520329777,0.33653520329777,0.33653520329777,0.330573951434879,0.357658293022228,0.0209881441194925,0.0209881441194925,0.285179332104715,0.103215448919506,-0.0370100720412805,-0.34071961823137,-0.330573951434879,-0.330573951434879
"MIR340",0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.260935102701733,0.213511992344547,0.150282038824173,0.150282038824173,0.140361026456756,0.0351113980922606,-0.140361026456756,-0.269075639638842,-0.260935102701733,-0.260935102701733
"MIR1199",0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.260935102701733,0.213511992344547,0.150282038824173,0.150282038824173,0.140361026456756,0.0351113980922606,-0.140361026456756,-0.269075639638842,-0.260935102701733,-0.260935102701733
"CD44s",0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.260935102701733,0.213511992344547,0.150282038824173,0.150282038824173,0.140361026456756,0.0351113980922606,-0.140361026456756,-0.269075639638842,-0.260935102701733,-0.260935102701733
"CD24",0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.265947846966814,0.260935102701733,0.213511992344547,0.150282038824173,0.150282038824173,0.140361026456756,0.0351113980922606,-0.140361026456756,-0.269075639638842,-0.260935102701733,-0.260935102701733
"HAS2",0.260935102701733,0.260935102701733,0.260935102701733,0.260935102701733,0.260935102701733,0.260935102701733,0.253555967841682,0.210200734066401,0.149228298044405,0.149228298044405,0.137712624630272,0.0332756492999901,-0.137712624630272,-0.265947846966814,-0.353555967841682,-0.253555967841682
"SNAIL1",0.192318865244592,0.192318865244592,0.192318865244592,0.192318865244592,0.192318865244592,0.192318865244592,0.190715216576061,0.202649565276265,-0.0942066741593715,-0.0942066741593715,0.146111723238147,0.162107763499639,-0.146111723238147,-0.193389788663464,-0.190715216576061,-0.190715216576061
"TGFB",0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.188144522488658,0.301506388363642,-0.0945218475047115,-0.0945218475047115,0.145427936579584,0.161441421877666,-0.145427936579584,-0.192318865244592,-0.188144522488658,-0.188144522488658
"MIR34",0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.190715216576061,0.188144522488658,0.301506388363642,-0.0945218475047115,-0.0945218475047115,0.145427936579584,0.161441421877666,-0.145427936579584,-0.192318865244592,-0.188144522488658,-0.188144522488658
"MIR190",0.188144522488658,0.188144522488658,0.188144522488658,0.188144522488658,0.188144522488658,0.188144522488658,0.184385123992417,0.299788653916103,-0.0950193599425224,-0.0950193599425224,0.144152089681212,0.260445689302986,-0.144152089681212,-0.190715216576061,-0.184385123992417,-0.184385123992417
"MIR200",0.154998980249304,0.154998980249304,0.154998980249304,0.154998980249304,0.154998980249304,0.154998980249304,0.153530625818924,-0.0848047922489172,0.229573899354901,0.229573899354901,-0.0676245708190765,-0.197036143176477,0.0676245708190765,-0.15578970244224,-0.153530625818924,-0.153530625818924
"GRHL2",-0.0754604767479013,-0.0754604767479013,-0.0754604767479013,-0.0754604767479013,-0.0754604767479013,-0.0754604767479013,0.0264503512775764,-0.132851936069674,-0.0255160918827433,-0.0255160918827433,-0.101514291442036,-0.017308540889946,0.101514291442036,0.0764750334307421,0.0735496487224236,0.0735496487224236
"ZEB1",-0.269075639638842,-0.269075639638842,-0.269075639638842,-0.269075639638842,-0.269075639638842,-0.269075639638842,-0.265947846966814,-0.215758817482938,-0.150921775618178,-0.150921775618178,-0.141638683047594,-0.0363796907751874,0.141638683047594,0.171184226783591,0.265947846966814,0.265947846966814
"ESRP1",-0.260935102701733,-0.260935102701733,-0.260935102701733,-0.260935102701733,-0.260935102701733,-0.260935102701733,-0.253555967841682,-0.210200734066401,-0.149228298044405,-0.149228298044405,-0.137712624630272,-0.0332756492999901,0.137712624630272,0.265947846966814,0.253555967841682,0.153555967841682
"HA",-0.265947846966814,-0.265947846966814,-0.265947846966814,-0.265947846966814,-0.265947846966814,-0.265947846966814,-0.260935102701733,-0.213511992344547,-0.150282038824173,-0.150282038824173,-0.140361026456756,-0.0351113980922606,0.140361026456756,0.269075639638842,0.260935102701733,0.260935102701733
