"","MIR34","MIR200","MIR340","MIR190","MIR1199","GRHL2","HA","CD44s","CD24","MIR129","ZEB1","SNAIL1","TWIST1","HAS2","ESRP1","TGFB"
"MIR129",0.149414149765171,0.149414149765171,0.26219050509437,0.26219050509437,0.26219050509437,0.26219050509437,0.264873068432671,0.264873068432671,0.264873068432671,0.0693449886351205,-0.26447063538753,0.0226303872120059,0.144650579267501,-0.26219050509437,-0.26219050509437,-0.188472634646063
"TWIST1",0.149321756787038,0.149321756787038,0.26447063538753,0.26447063538753,0.26447063538753,0.26447063538753,0.26219050509437,0.26219050509437,0.26219050509437,0.0736609708480422,-0.263687754385442,0.0254985085239313,0.040361876338631,-0.26447063538753,-0.26447063538753,-0.187768210864717
"MIR200",0.241357320758867,0.241357320758867,0.163138013865214,0.163138013865214,0.163138013865214,0.163138013865214,0.164403836650024,0.164403836650024,0.164403836650024,-0.0436655222743056,-0.164807316272523,0.0450729334811413,0.0436655222743056,-0.163138013865214,-0.163138013865214,-0.354999741100761
"MIR190",0.132693438542737,0.132693438542737,0.141149913298729,0.141149913298729,0.141149913298729,0.141149913298729,0.144157432095721,0.144157432095721,0.144157432095721,-0.0380020467261034,-0.143549227780305,0.0214955603869398,0.0380020467261034,-0.141149913298729,-0.141149913298729,-0.271246655244769
"SNAIL1",0.133433834763015,0.133433834763015,0.142180977081467,0.142180977081467,0.142180977081467,0.142180977081467,0.143549227780305,0.143549227780305,0.143549227780305,-0.0388817806960912,-0.143080148631276,-0.0783477093761938,0.0388817806960912,-0.142180977081467,-0.142180977081467,-0.170594577675141
"MIR340",0.140787496139536,0.140787496139536,0.119992743152376,0.119992743152376,0.119992743152376,0.119992743152376,0.120077704919581,0.120077704919581,0.120077704919581,0.0462633564125909,-0.121154494716272,-0.0312641407708302,-0.0462633564125909,-0.119992743152376,-0.119992743152376,-0.139003098204086
"MIR1199",0.140787496139536,0.140787496139536,0.119992743152376,0.119992743152376,0.119992743152376,0.119992743152376,0.120077704919581,0.120077704919581,0.120077704919581,0.0462633564125909,-0.121154494716272,-0.0312641407708302,-0.0462633564125909,-0.119992743152376,-0.119992743152376,-0.139003098204086
"CD24",0.140787496139536,0.140787496139536,0.119992743152376,0.119992743152376,0.119992743152376,0.119992743152376,0.120077704919581,0.120077704919581,0.120077704919581,0.0462633564125909,-0.121154494716272,-0.0312641407708302,-0.0462633564125909,-0.119992743152376,-0.119992743152376,-0.139003098204086
"HAS2",0.144264840712771,0.144264840712771,0.120077704919581,0.120077704919581,0.120077704919581,0.120077704919581,0.0208410636982066,0.120841063698207,0.120841063698207,0.0330213472801708,-0.119992743152376,-0.0362783318777365,-0.0330213472801708,-0.120077704919581,-0.120077704919581,-0.135814692406984
"ESRP1",0.144264840712771,0.144264840712771,0.120077704919581,0.120077704919581,0.120077704919581,0.120077704919581,0.120841063698207,0.0208410636982066,0.120841063698207,0.0330213472801708,-0.119992743152376,-0.0362783318777365,-0.0330213472801708,-0.120077704919581,-0.120077704919581,-0.135814692406984
"GRHL2",-0.0193116258639126,-0.0193116258639126,-0.0188652951891689,-0.0188652951891689,-0.0188652951891689,-0.0188652951891689,-0.018737906654137,-0.018737906654137,0.081262093345863,-0.0513383064870323,0.0197475183916391,0.039750446376364,0.0513383064870323,0.0188652951891689,0.0188652951891689,0.023155276669732
"ZEB1",-0.143437834286127,-0.143437834286127,-0.121154494716272,-0.121154494716272,-0.121154494716272,-0.121154494716272,-0.119992743152376,-0.119992743152376,-0.119992743152376,-0.0384416050881908,0.0201052943495614,0.0337389046913772,0.0384416050881908,0.121154494716272,0.121154494716272,0.136824236415468
"HA",-0.140787496139536,-0.140787496139536,-0.119992743152376,-0.119992743152376,-0.119992743152376,-0.119992743152376,-0.120077704919581,-0.120077704919581,-0.120077704919581,-0.0462633564125909,0.121154494716272,0.0312641407708302,0.0462633564125909,0.119992743152376,0.119992743152376,0.139003098204086
"CD44s",-0.140787496139536,-0.140787496139536,-0.119992743152376,-0.119992743152376,-0.119992743152376,-0.119992743152376,-0.120077704919581,-0.120077704919581,-0.120077704919581,-0.0462633564125909,0.121154494716272,0.0312641407708302,0.0462633564125909,0.119992743152376,0.119992743152376,0.139003098204086
"TGFB",-0.133767018013803,-0.133767018013803,-0.143549227780305,-0.143549227780305,-0.143549227780305,-0.143549227780305,-0.141149913298729,-0.141149913298729,-0.141149913298729,0.038046041446737,0.142180977081467,-0.0227954675364291,-0.038046041446737,0.143549227780305,0.143549227780305,0.169018110910961
"MIR34",-0.133767018013803,-0.133767018013803,-0.143549227780305,-0.143549227780305,-0.143549227780305,-0.143549227780305,-0.141149913298729,-0.141149913298729,-0.141149913298729,0.038046041446737,0.142180977081467,-0.0227954675364291,-0.038046041446737,0.143549227780305,0.143549227780305,0.169018110910961
