"","SNAIL1","ZEB1","HA","TGFB","MIR190","MIR1199","HAS2","GRHL2","ESRP1","MIR340","CD44s","CD24","MIR200","MIR34","MIR129","TWIST1"
"TGFB",-0.398864621882036,-0.170272591580148,0.169941960305878,-0.308769758641034,0.170199029714619,0.170199029714619,0.170199029714619,0.170199029714619,0.170199029714619,-0.170199029714619,-0.169941960305878,-0.169941960305878,0.329841144986549,0.15432318442943,0.131900020027505,0.333746673543565
"MIR34",-0.398864621882036,-0.170272591580148,0.169941960305878,-0.308769758641034,0.170199029714619,0.170199029714619,0.170199029714619,0.170199029714619,0.170199029714619,-0.170199029714619,-0.169941960305878,-0.169941960305878,0.329841144986549,0.15432318442943,0.131900020027505,0.333746673543565
"ZEB1",-0.309464121028572,-0.0797635343517667,-0.0206761896908556,-0.0203564522548216,-0.0203485161728335,-0.0203485161728335,-0.0203485161728335,-0.0203485161728335,-0.0203485161728335,0.0203485161728335,0.0206761896908556,0.0206761896908556,0.048223257320955,0.152242497650988,0.163911458369289,0.294723321812696
"TWIST1",-0.349790723049235,-0.0571191469451405,0.0568240501311015,-0.146875371872618,0.0570495575227327,0.0570495575227327,0.0570495575227327,0.0570495575227327,0.0570495575227327,-0.0570495575227327,-0.0568240501311015,-0.0568240501311015,0.194451097400885,0.126642756706062,0.0603354832337633,0.21699489152172
"MIR129",-0.349612323159019,-0.0570495575227327,0.0562279249448124,-0.146001886383748,0.0568240501311015,0.0568240501311015,0.0568240501311015,0.0568240501311015,0.0568240501311015,-0.0568240501311015,-0.0562279249448124,-0.0562279249448124,0.19408152548835,0.126550363727929,0.0603616407017204,0.316576481479879
"HAS2",0.30822498308633,-0.0206761896908556,0.123222016079159,0.016416308505558,0.0214408455956984,0.0214408455956984,0.0214408455956984,0.0214408455956984,0.0214408455956984,-0.0214408455956984,-0.0232220160791589,-0.0232220160791589,-0.0462867702897093,-0.151656497592051,-0.163788971812501,-0.292333752521988
"HA",0.309171056880086,-0.0203485161728335,0.0214408455956984,0.0192182408727078,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,-0.0206761896908556,-0.0214408455956984,-0.0214408455956984,-0.0476566333034079,-0.152077993903958,-0.163880296013414,-0.294068912339339
"CD44s",0.309171056880086,-0.0203485161728335,0.0214408455956984,0.0192182408727078,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,-0.0206761896908556,-0.0214408455956984,-0.0214408455956984,-0.0476566333034079,-0.152077993903958,-0.163880296013414,-0.294068912339339
"CD24",0.309171056880086,-0.0203485161728335,0.0214408455956984,0.0192182408727078,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,0.0206761896908556,-0.0206761896908556,-0.0214408455956984,-0.0214408455956984,-0.0476566333034079,-0.152077993903958,-0.163880296013414,-0.294068912339339
"MIR200",0.404441584524335,-0.00505478842931537,0.00611299937308846,0.0405365054348787,0.00535350570220239,0.00535350570220239,0.00535350570220239,0.00535350570220239,0.00535350570220239,-0.00535350570220239,-0.00611299937308846,-0.00611299937308846,-0.170731722592201,-0.256243841346441,-0.179671335515328,-0.361726011533837
"MIR340",-0.309171056880086,0.0203485161728335,-0.0214408455956984,-0.0192182408727078,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,0.0206761896908556,0.0214408455956984,0.0214408455956984,0.0476566333034079,0.152077993903958,0.163880296013414,0.294068912339339
"MIR1199",-0.309171056880086,0.0203485161728335,-0.0214408455956984,-0.0192182408727078,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,-0.0206761896908556,0.0206761896908556,0.0214408455956984,0.0214408455956984,0.0476566333034079,0.152077993903958,0.163880296013414,0.294068912339339
"ESRP1",-0.30822498308633,0.0206761896908556,-0.0232220160791589,-0.016416308505558,-0.0214408455956984,-0.0214408455956984,-0.0214408455956984,-0.0214408455956984,-0.0214408455956984,0.0214408455956984,-0.0767779839208411,0.0232220160791589,0.0462867702897093,0.151656497592051,0.163788971812501,0.292333752521988
"GRHL2",-0.333801323798785,0.13583628524224,-0.13729650512373,0.0919565799781463,-0.136277396843475,-0.136277396843475,-0.136277396843475,-0.136277396843475,-0.136277396843475,0.136277396843475,0.13729650512373,0.0372965051237303,-0.058657996309927,0.257436680162931,0.185703434426716,0.317581624777379
"MIR190",0.39867892086068,0.170199029714619,-0.16919008060663,0.207679194392575,-0.169941960305878,-0.169941960305878,-0.169941960305878,-0.169941960305878,-0.169941960305878,0.169941960305878,0.16919008060663,0.16919008060663,-0.329396002279034,-0.15419226010369,-0.131944014748138,-0.333262731616596
"SNAIL1",0.29887261612618,0.170282694631269,-0.170199029714619,0.309143560038726,-0.170272591580148,-0.170272591580148,-0.170272591580148,-0.170272591580148,-0.170272591580148,0.170272591580148,0.170199029714619,0.170199029714619,-0.329958209371961,-0.154350199287602,-0.131854434250267,-0.333853040357119
