"","MIR200","SNAIL1","MIR129","CD44s","MIR190","MIR1199","HAS2","GRHL2","ESRP1","ZEB1","TGFB","MIR340","HA","CD24","TWIST1","MIR34"
"SNAIL1",-0.00822625429390956,-0.0767122257416465,0.0363635596279393,0.109405655705771,0.108419926707684,0.108419926707684,0.108419926707684,0.108419926707684,0.108419926707684,-0.10909683113282,0.0749181391518954,-0.108419926707684,-0.109405655705771,-0.109405655705771,-0.0363635596279393,0.00822625429390956
"MIR340",0.0684878576157876,0.0668106084781088,0.0650092273560444,0.0518366402772074,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,-0.0524171237721756,0.000645474602613679,-0.0532809903196882,-0.0518366402772074,-0.0518366402772074,-0.0650092273560444,-0.0684878576157876
"MIR1199",0.0684878576157876,0.0668106084781088,0.0650092273560444,0.0518366402772074,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,-0.0524171237721756,0.000645474602613679,-0.0532809903196882,-0.0518366402772074,-0.0518366402772074,-0.0650092273560444,-0.0684878576157876
"HA",0.0684878576157876,0.0668106084781088,0.0650092273560444,0.0518366402772074,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,-0.0524171237721756,0.000645474602613679,-0.0532809903196882,-0.0518366402772074,-0.0518366402772074,-0.0650092273560444,-0.0684878576157876
"CD24",0.0684878576157876,0.0668106084781088,0.0650092273560444,0.0518366402772074,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,0.0532809903196882,-0.0524171237721756,0.000645474602613679,-0.0532809903196882,-0.0518366402772074,-0.0518366402772074,-0.0650092273560444,-0.0684878576157876
"ZEB1",-0.0691641507980212,-0.0689271828838398,-0.0609269587365368,-0.0532809903196882,-0.0524171237721756,-0.0524171237721756,-0.0524171237721756,-0.0524171237721756,-0.0524171237721756,-0.0470429964274781,-0.001718645334321,0.0524171237721756,0.0532809903196882,0.0532809903196882,0.0609269587365368,0.0691641507980212
"GRHL2",-0.0162636420619493,0.0576046674359895,0.0611653166894572,-0.0161726853716383,-0.0146440229512561,-0.0146440229512561,-0.0146440229512561,-0.0146440229512561,-0.0146440229512561,0.0156585796340968,0.00189978037458041,0.0146440229512561,0.0161726853716383,-0.0838273146283618,-0.0611653166894572,0.0162636420619493
"MIR200",-0.154356770421105,0.0288614065136461,0.0349912274428688,-0.0465499308382289,-0.0481195510913934,-0.0481195510913934,-0.0481195510913934,-0.0481195510913934,-0.0481195510913934,0.0470476832298577,-0.00648621877547003,0.0481195510913934,0.0465499308382289,0.0465499308382289,-0.0349912274428688,0.154356770421105
"CD44s",-0.0684878576157876,-0.0668106084781088,-0.0650092273560444,-0.0518366402772074,-0.0532809903196882,-0.0532809903196882,-0.0532809903196882,-0.0532809903196882,-0.0532809903196882,0.0524171237721756,-0.000645474602613679,0.0532809903196882,0.0518366402772074,0.0518366402772074,0.0650092273560444,0.0684878576157876
"HAS2",-0.0693308502396021,-0.0699326519975033,-0.0590731542966837,-0.0536178107606679,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,0.0532809903196882,-0.00209474996493252,0.0518366402772074,-0.0463821892393321,0.0536178107606679,0.0590731542966837,0.0693308502396021
"ESRP1",-0.0693308502396021,-0.0699326519975033,-0.0590731542966837,0.0463821892393321,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,-0.0518366402772074,0.0532809903196882,-0.00209474996493252,0.0518366402772074,0.0536178107606679,0.0536178107606679,0.0590731542966837,0.0693308502396021
"TGFB",0.00904570499179339,-0.0208175528177907,-0.0412716283105104,-0.108034618859156,-0.109405655705771,-0.109405655705771,-0.109405655705771,-0.109405655705771,-0.109405655705771,0.108419926707684,-0.0735366992039025,0.109405655705771,0.108034618859156,0.108034618859156,0.0412716283105104,-0.00904570499179339
"MIR34",0.00904570499179339,-0.0208175528177907,-0.0412716283105104,-0.108034618859156,-0.109405655705771,-0.109405655705771,-0.109405655705771,-0.109405655705771,-0.109405655705771,0.108419926707684,-0.0735366992039025,0.109405655705771,0.108034618859156,0.108034618859156,0.0412716283105104,-0.00904570499179339
"MIR190",0.00765790713895234,-0.0244851479895642,-0.0340124994059789,-0.109789004824068,-0.108034618859156,-0.108034618859156,-0.108034618859156,-0.108034618859156,-0.108034618859156,0.109405655705771,0.0246140831574062,0.108034618859156,0.109789004824068,0.109789004824068,0.0340124994059789,-0.00765790713895234
"TWIST1",-0.0906410395923776,-0.0399328585989238,0.0564408527084837,-0.203887598984087,-0.205566376232897,-0.205566376232897,-0.205566376232897,-0.205566376232897,-0.205566376232897,0.204470342829974,-0.00681722095160685,0.205566376232897,0.203887598984087,0.203887598984087,0.0516739139136341,0.0906410395923776
"MIR129",-0.0919961366050046,-0.0440360560738792,0.0644711953713139,-0.206123068432671,-0.203887598984087,-0.203887598984087,-0.203887598984087,-0.203887598984087,-0.203887598984087,0.205566376232897,-0.00893049229564743,0.203887598984087,0.206123068432671,0.206123068432671,0.143619520608195,0.0919961366050046
