"","MIR34","MIR200","MIR129","CD24","MIR1199","HAS2","GRHL2","ESRP1","TWIST1","ZEB1","SNAIL1","MIR340","MIR190","HA","CD44s","TGFB"
"TWIST1",0.00177588244066638,0.00177588244066638,-0.0813750979975157,0.199070088300221,0.199295595691852,0.199295595691852,0.199295595691852,0.199295595691852,-0.0669238329753635,-0.199347787758658,0.195485090756645,-0.199295595691852,-0.199295595691852,-0.199070088300221,-0.199070088300221,-0.0674986386619701
"SNAIL1",-0.0918399209869573,-0.0918399209869573,-0.223015344636763,0.159125075003697,0.159375185346495,0.159375185346495,0.159375185346495,0.159375185346495,-0.0816429719524013,-0.159395391448738,0.149418011424496,-0.159375185346495,-0.159375185346495,-0.159125075003697,-0.159125075003697,0.0410322310023981
"HAS2",0.0762000024915757,0.0762000024915757,0.0714035454741337,0.0581632653061225,0.0579088123799138,0.0579088123799138,0.0579088123799138,0.0579088123799138,0.0468381735911148,-0.0583336212159376,-0.0488396681405745,-0.0579088123799138,-0.0579088123799138,-0.158163265306122,-0.0581632653061225,-0.0685015232682575
"CD44s",0.076621498803483,0.076621498803483,0.0713122212732205,0.0579088123799138,0.0583336212159376,0.0583336212159376,0.0583336212159376,0.0583336212159376,0.046564200988375,-0.0580059476979156,-0.0484612386230721,-0.0583336212159376,-0.0583336212159376,-0.0579088123799138,-0.0579088123799138,-0.0682116681957938
"ZEB1",-0.076274213115309,-0.076274213115309,-0.0709694353586053,-0.0583336212159376,-0.0580059476979156,-0.0580059476979156,-0.0580059476979156,-0.0580059476979156,-0.0463460644972563,-0.0419634930681026,0.0485589266725674,0.0580059476979156,0.0580059476979156,0.0583336212159376,0.0583336212159376,0.0686344324234361
"GRHL2",-0.00526057175156901,-0.00526057175156901,0.0648510638937588,0.0869682283975478,-0.0126496059973567,-0.0126496059973567,-0.0126496059973567,-0.0126496059973567,0.049755816227591,0.0130024952783448,-0.0489135297646445,0.0126496059973567,0.0126496059973567,0.0130317716024522,0.0130317716024522,0.00948669999416211
"MIR200",-0.188030766704252,-0.188030766704252,-0.197182017432789,-0.0338389474834339,-0.0338895803948263,-0.0338895803948263,-0.0338895803948263,-0.0338895803948263,-0.0987714500599637,0.0335908631219393,0.196877294870377,0.0338895803948263,0.0338895803948263,0.0338389474834339,0.0338389474834339,0.0666461958620809
"MIR340",-0.076621498803483,-0.076621498803483,-0.0713122212732205,-0.0579088123799138,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.046564200988375,0.0580059476979156,0.0484612386230721,0.0583336212159376,0.0583336212159376,0.0579088123799138,0.0579088123799138,0.0682116681957938
"MIR1199",-0.076621498803483,-0.076621498803483,-0.0713122212732205,-0.0579088123799138,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.046564200988375,0.0580059476979156,0.0484612386230721,0.0583336212159376,0.0583336212159376,0.0579088123799138,0.0579088123799138,0.0682116681957938
"HA",-0.076621498803483,-0.076621498803483,-0.0713122212732205,-0.0579088123799138,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.046564200988375,0.0580059476979156,0.0484612386230721,0.0583336212159376,0.0583336212159376,0.0579088123799138,0.0579088123799138,0.0682116681957938
"CD24",-0.076621498803483,-0.076621498803483,-0.0713122212732205,-0.0579088123799138,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.0583336212159376,-0.046564200988375,0.0580059476979156,0.0484612386230721,0.0583336212159376,0.0583336212159376,0.0579088123799138,0.0579088123799138,0.0682116681957938
"ESRP1",-0.0762000024915757,-0.0762000024915757,-0.0714035454741337,-0.0581632653061225,-0.0579088123799138,-0.0579088123799138,-0.0579088123799138,-0.0579088123799138,-0.0468381735911148,0.0583336212159376,0.0488396681405745,0.0579088123799138,0.0579088123799138,0.0581632653061225,-0.0418367346938776,0.0685015232682575
"MIR190",0.0918080511411816,0.0918080511411816,0.222391463264874,-0.158366752462124,-0.158868005594956,-0.158868005594956,-0.158868005594956,-0.158868005594956,0.0812926052439371,0.159125075003697,-0.249222775949469,0.158868005594956,0.158868005594956,0.158366752462124,0.158366752462124,0.0587144375784721
"TGFB",0.0919389754669213,0.0919389754669213,0.222787415750575,-0.158868005594956,-0.159125075003697,-0.159125075003697,-0.159125075003697,-0.159125075003697,0.0816885577296388,0.159375185346495,-0.249362051715486,0.159125075003697,0.159125075003697,0.158868005594956,0.158868005594956,-0.0410484832370803
"MIR34",0.0919389754669213,0.0919389754669213,0.222787415750575,-0.158868005594956,-0.159125075003697,-0.159125075003697,-0.159125075003697,-0.159125075003697,0.0816885577296388,0.159375185346495,-0.249362051715486,0.159125075003697,0.159125075003697,0.158868005594956,0.158868005594956,-0.0410484832370803
"MIR129",-0.00180668010004427,-0.00180668010004427,0.0810350509140734,-0.199070088300221,-0.199070088300221,-0.199070088300221,-0.199070088300221,-0.199070088300221,-0.0338083845978583,0.199295595691852,-0.195279244729473,0.199070088300221,0.199070088300221,0.199070088300221,0.199070088300221,0.0674704617107163
