"","SNAIL1","MIR340","MIR190","MIR1199","HAS2","GRHL2","ESRP1","HA","CD24","TGFB","ZEB1","MIR200","TWIST1","CD44s","MIR34","MIR129"
"SNAIL1",0.472645442605611,0.241443722199256,0.241443722199256,0.241443722199256,0.241443722199256,0.241443722199256,0.241443722199256,0.236927023655781,0.236927023655781,0.232040442197203,-0.244747419915966,0.179045434397965,-0.195639402012224,-0.236927023655781,-0.438306285099285,-0.460139078383853
"TGFB",0.562868482017235,0.236927023655781,0.236927023655781,0.236927023655781,0.236927023655781,0.236927023655781,0.236927023655781,0.230757357846012,0.230757357846012,0.227701095537038,-0.241443722199256,0.176677131831554,-0.191855782501511,-0.230757357846012,-0.430408941560338,-0.449699935396465
"MIR190",0.549637284245647,0.230757357846012,0.230757357846012,0.230757357846012,0.230757357846012,0.230757357846012,0.230757357846012,0.222486681154283,0.222486681154283,0.321774115925848,-0.236927023655781,0.173456393418356,-0.186708400187389,-0.222486681154283,-0.419646961984533,-0.435577630073103
"MIR200",0.42428657660204,0.185183491455207,0.185183491455207,0.185183491455207,0.185183491455207,0.185183491455207,0.185183491455207,0.180474630695713,0.180474630695713,0.267495405383489,-0.188750527125564,0.061362336731877,-0.186818374941367,-0.180474630695713,-0.368396964806817,-0.368990895788199
"MIR340",0.219944740817842,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.121922606655431,0.121922606655431,0.0356911082371881,-0.125974095966623,-0.0526996037069345,-0.12176322522495,-0.121922606655431,-0.177907867933195,-0.21172010079633
"MIR1199",0.219944740817842,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.121922606655431,0.121922606655431,0.0356911082371881,-0.125974095966623,-0.0526996037069345,-0.12176322522495,-0.121922606655431,-0.177907867933195,-0.21172010079633
"HA",0.219944740817842,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.121922606655431,0.121922606655431,0.0356911082371881,-0.125974095966623,-0.0526996037069345,-0.12176322522495,-0.121922606655431,-0.177907867933195,-0.21172010079633
"CD44s",0.219944740817842,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.12421657436996,0.121922606655431,0.121922606655431,0.0356911082371881,-0.125974095966623,-0.0526996037069345,-0.12176322522495,-0.121922606655431,-0.177907867933195,-0.21172010079633
"HAS2",0.214552120193433,0.121922606655431,0.121922606655431,0.121922606655431,0.121922606655431,0.121922606655431,0.121922606655431,0.218614718614719,0.118614718614719,0.0332756492999901,-0.12421657436996,-0.0540694667206331,-0.119662768603945,-0.118614718614719,-0.173692904814122,-0.205784027736969
"MIR129",0.323489242546246,0.0638968147438998,0.0638968147438998,0.0638968147438998,0.0638968147438998,0.0638968147438998,0.0638968147438998,0.0604690949227373,0.0604690949227373,0.0938745694036068,-0.0663272832981468,0.108933637734848,-0.13408015147189,-0.0604690949227373,-0.185086794830265,-0.319757048782516
"ZEB1",-0.223884825480818,-0.125974095966623,-0.125974095966623,-0.125974095966623,-0.125974095966623,-0.125974095966623,-0.125974095966623,-0.12421657436996,-0.12421657436996,-0.0374146854729605,0.0273085158504981,0.0516943030306413,0.123290180662781,0.12421657436996,0.181069995514989,0.215989343551082
"TWIST1",-0.328635393225538,-0.0663272832981468,-0.0663272832981468,-0.0663272832981468,-0.0663272832981468,-0.0663272832981468,-0.0663272832981468,-0.0638968147438998,-0.0638968147438998,-0.0961569024551706,0.0680844162139436,-0.110134746450586,0.0361199004258652,0.0638968147438998,0.189275276505658,0.32522395958555
"ESRP1",-0.214552120193433,-0.121922606655431,-0.121922606655431,-0.121922606655431,-0.121922606655431,-0.121922606655431,-0.121922606655431,-0.118614718614719,-0.118614718614719,-0.0332756492999901,0.12421657436996,0.0540694667206331,0.119662768603945,0.0186147186147186,0.173692904814122,0.205784027736969
"CD24",-0.219944740817842,-0.12421657436996,-0.12421657436996,-0.12421657436996,-0.12421657436996,-0.12421657436996,-0.12421657436996,-0.121922606655431,-0.121922606655431,-0.0356911082371881,0.125974095966623,0.0526996037069345,0.12176322522495,0.121922606655431,0.177907867933195,0.21172010079633
"GRHL2",-0.243446942362692,-0.223702944400313,-0.223702944400313,-0.223702944400313,-0.223702944400313,-0.223702944400313,-0.223702944400313,-0.221155173699676,-0.121155173699676,-0.0381130702438243,0.225599724285624,0.147331513472053,0.141317901968477,0.221155173699676,0.282780118132552,0.232236865390529
"MIR34",-0.562868482017235,-0.236927023655781,-0.236927023655781,-0.236927023655781,-0.236927023655781,-0.236927023655781,-0.236927023655781,-0.230757357846012,-0.230757357846012,-0.227701095537038,0.241443722199256,-0.176677131831554,0.191855782501511,0.230757357846012,0.430408941560338,0.449699935396465
